"id","hexID","X210","X212","X213","X214","X216","X219","X221","X224","X225","X226","X227","X228","X229","X233","X236","X237","X240","X245","X246","X248","X251","X252","X255","X256","X257","X258","X259","X261","X262","rel_210","rel_212","rel_213","rel_214","rel_216","rel_219","rel_221","rel_224","rel_225","rel_226","rel_227","rel_228","rel_229","rel_233","rel_236","rel_237","rel_240","rel_245","rel_246","rel_248","rel_251","rel_252","rel_255","rel_256","rel_257","rel_258","rel_259","rel_261","rel_262","relMax","absMax","maxLevel","total","antwort"
"ID1105","ID1105",1105,19,3,1,1,0,0,97,10,3,2,180,308,4,0,0,23,97,0,37,0,1,0,0,0,0,0,0,0,9,0.0238993710691824,0.00377358490566038,0.00125786163522013,0.00125786163522013,0,0,0.122012578616352,0.0125786163522013,0.00377358490566038,0.00251572327044025,0.226415094339623,0.387421383647799,0.0050314465408805,0,0,0.0289308176100629,0.122012578616352,0,0.0465408805031447,0,0.00125786163522013,0,0,0,0,0,0,0,0.0113207547169811,0.387421383647799,308,"228",795,"Knäuschen / Knäusle"
"ID1106","ID1106",1106,8,2,0,0,0,0,237,2,3,4,16,45,0,0,0,9,19,1,4,0,0,0,0,0,1,0,0,0,5,0.0224719101123595,0.00561797752808989,0,0,0,0,0.665730337078652,0.00561797752808989,0.00842696629213483,0.0112359550561798,0.0449438202247191,0.126404494382022,0,0,0,0.0252808988764045,0.0533707865168539,0.00280898876404494,0.0112359550561798,0,0,0,0,0,0.00280898876404494,0,0,0,0.0140449438202247,0.665730337078652,237,"221",356,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1107","ID1107",1107,6,2,0,0,2,0,292,3,0,2,4,2,0,0,0,13,1,1,2,0,0,0,0,0,0,0,0,0,6,0.0178571428571429,0.00595238095238095,0,0,0.00595238095238095,0,0.869047619047619,0.00892857142857143,0,0.00595238095238095,0.0119047619047619,0.00595238095238095,0,0,0,0.0386904761904762,0.00297619047619048,0.00297619047619048,0.00595238095238095,0,0,0,0,0,0,0,0,0,0.0178571428571429,0.869047619047619,292,"221",336,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1108","ID1108",1108,29,4,0,1,1,0,801,10,2,1,4,11,2,0,3,54,5,0,2,0,0,0,0,0,0,1,0,0,14,0.0306878306878307,0.00423280423280423,0,0.00105820105820106,0.00105820105820106,0,0.847619047619048,0.0105820105820106,0.00211640211640212,0.00105820105820106,0.00423280423280423,0.0116402116402116,0.00211640211640212,0,0.00317460317460317,0.0571428571428571,0.00529100529100529,0,0.00211640211640212,0,0,0,0,0,0,0.00105820105820106,0,0,0.0148148148148148,0.847619047619048,801,"221",945,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1109","ID1109",1109,16,7,0,1,1,1,287,4,4,0,2,2,0,0,0,19,1,1,0,0,0,0,0,0,0,0,0,0,9,0.0450704225352113,0.0197183098591549,0,0.0028169014084507,0.0028169014084507,0.0028169014084507,0.808450704225352,0.0112676056338028,0.0112676056338028,0,0.00563380281690141,0.00563380281690141,0,0,0,0.0535211267605634,0.0028169014084507,0.0028169014084507,0,0,0,0,0,0,0,0,0,0,0.0253521126760563,0.808450704225352,287,"221",355,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1110","ID1110",1110,15,6,1,0,1,0,238,3,0,0,0,2,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0526315789473684,0.0210526315789474,0.00350877192982456,0,0.00350877192982456,0,0.835087719298246,0.0105263157894737,0,0,0,0.00701754385964912,0,0.00701754385964912,0,0.0456140350877193,0,0,0,0,0,0,0,0,0,0,0,0,0.0140350877192982,0.835087719298246,238,"221",285,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1111","ID1111",1111,19,14,0,0,1,0,591,9,3,1,1,7,3,2,1,30,0,1,0,0,0,1,0,0,0,0,0,0,7,0.0274963820549928,0.020260492040521,0,0,0.00144717800289436,0,0.855282199710564,0.0130246020260492,0.00434153400868307,0.00144717800289436,0.00144717800289436,0.0101302460202605,0.00434153400868307,0.00289435600578871,0.00144717800289436,0.0434153400868307,0,0.00144717800289436,0,0,0,0.00144717800289436,0,0,0,0,0,0,0.0101302460202605,0.855282199710564,591,"221",691,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1112","ID1112",1112,66,17,0,1,4,2,987,18,2,0,4,17,14,1,2,72,3,4,0,0,0,0,0,0,0,0,0,0,41,0.052589641434263,0.0135458167330677,0,0.000796812749003984,0.00318725099601594,0.00159362549800797,0.786454183266932,0.0143426294820717,0.00159362549800797,0,0.00318725099601594,0.0135458167330677,0.0111553784860558,0.000796812749003984,0.00159362549800797,0.0573705179282869,0.00239043824701195,0.00318725099601594,0,0,0,0,0,0,0,0,0,0,0.0326693227091633,0.786454183266932,987,"221",1255,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1113","ID1113",1113,179,55,0,4,16,1,1312,57,13,3,1,28,16,2,4,180,2,7,2,0,0,0,0,0,2,3,0,1,119,0.0891878425510712,0.0274040857000498,0,0.00199302441454908,0.00797209765819631,0.00049825610363727,0.653712007972098,0.0284005979073244,0.0064773293472845,0.00149476831091181,0.00049825610363727,0.0139511709018435,0.00797209765819631,0.000996512207274539,0.00199302441454908,0.0896860986547085,0.000996512207274539,0.00348779272546089,0.000996512207274539,0,0,0,0,0,0.000996512207274539,0.00149476831091181,0,0.00049825610363727,0.0592924763328351,0.653712007972098,1312,"221",2007,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1114","ID1114",1114,188,61,0,5,15,1,966,123,19,2,1,49,26,10,6,213,2,18,4,0,0,0,2,0,3,2,0,0,168,0.0997876857749469,0.0323779193205945,0,0.00265392781316348,0.00796178343949045,0.000530785562632696,0.512738853503185,0.0652866242038217,0.0100849256900212,0.00106157112526539,0.000530785562632696,0.0260084925690021,0.0138004246284501,0.00530785562632696,0.00318471337579618,0.113057324840764,0.00106157112526539,0.00955414012738853,0.00212314225053079,0,0,0,0.00106157112526539,0,0.00159235668789809,0.00106157112526539,0,0,0.089171974522293,0.512738853503185,966,"221",1884,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1115","ID1115",1115,21,8,0,2,1,0,169,21,4,1,1,8,7,3,2,25,2,1,1,0,0,0,0,0,2,0,0,0,16,0.0711864406779661,0.0271186440677966,0,0.00677966101694915,0.00338983050847458,0,0.572881355932203,0.0711864406779661,0.0135593220338983,0.00338983050847458,0.00338983050847458,0.0271186440677966,0.023728813559322,0.0101694915254237,0.00677966101694915,0.0847457627118644,0.00677966101694915,0.00338983050847458,0.00338983050847458,0,0,0,0,0,0.00677966101694915,0,0,0,0.0542372881355932,0.572881355932203,169,"221",295,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1116","ID1116",1116,21,5,0,1,3,0,190,8,1,0,0,5,6,3,0,18,0,0,1,0,0,0,0,0,2,0,0,0,10,0.0766423357664234,0.0182481751824818,0,0.00364963503649635,0.0109489051094891,0,0.693430656934307,0.0291970802919708,0.00364963503649635,0,0,0.0182481751824818,0.0218978102189781,0.0109489051094891,0,0.0656934306569343,0,0,0.00364963503649635,0,0,0,0,0,0.0072992700729927,0,0,0,0.0364963503649635,0.693430656934307,190,"221",274,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1117","ID1117",1117,9,13,0,0,0,0,114,7,1,0,0,6,11,1,2,7,0,5,0,0,0,0,0,0,1,0,0,0,6,0.0491803278688525,0.0710382513661202,0,0,0,0,0.622950819672131,0.0382513661202186,0.00546448087431694,0,0,0.0327868852459016,0.0601092896174863,0.00546448087431694,0.0109289617486339,0.0382513661202186,0,0.0273224043715847,0,0,0,0,0,0,0.00546448087431694,0,0,0,0.0327868852459016,0.622950819672131,114,"221",183,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1118","ID1118",1118,16,13,0,0,3,2,115,2,2,0,0,3,17,0,1,24,0,0,0,1,1,0,0,1,4,0,0,0,8,0.0751173708920188,0.0610328638497653,0,0,0.0140845070422535,0.00938967136150235,0.539906103286385,0.00938967136150235,0.00938967136150235,0,0,0.0140845070422535,0.07981220657277,0,0.00469483568075117,0.112676056338028,0,0,0,0.00469483568075117,0.00469483568075117,0,0,0.00469483568075117,0.0187793427230047,0,0,0,0.0375586854460094,0.539906103286385,115,"221",213,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1119","ID1119",1119,6,2,0,1,0,0,41,3,0,0,0,1,3,1,1,11,1,0,0,1,0,0,1,0,6,0,0,0,0,0.0759493670886076,0.0253164556962025,0,0.0126582278481013,0,0,0.518987341772152,0.0379746835443038,0,0,0,0.0126582278481013,0.0379746835443038,0.0126582278481013,0.0126582278481013,0.139240506329114,0.0126582278481013,0,0,0.0126582278481013,0,0,0.0126582278481013,0,0.0759493670886076,0,0,0,0,0.518987341772152,41,"221",79,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1120","ID1120",1120,22,24,0,4,4,0,88,3,1,0,0,9,28,1,5,37,0,0,0,0,0,0,0,0,21,1,0,0,22,0.0814814814814815,0.0888888888888889,0,0.0148148148148148,0.0148148148148148,0,0.325925925925926,0.0111111111111111,0.0037037037037037,0,0,0.0333333333333333,0.103703703703704,0.0037037037037037,0.0185185185185185,0.137037037037037,0,0,0,0,0,0,0,0,0.0777777777777778,0.0037037037037037,0,0,0.0814814814814815,0.325925925925926,88,"221",270,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1121","ID1121",1121,28,19,0,10,4,0,63,3,2,0,1,4,23,2,3,21,1,0,0,0,0,0,0,0,17,1,0,0,19,0.126696832579186,0.085972850678733,0,0.0452488687782805,0.0180995475113122,0,0.285067873303167,0.0135746606334842,0.00904977375565611,0,0.00452488687782805,0.0180995475113122,0.104072398190045,0.00904977375565611,0.0135746606334842,0.0950226244343891,0.00452488687782805,0,0,0,0,0,0,0,0.0769230769230769,0.00452488687782805,0,0,0.085972850678733,0.285067873303167,63,"221",221,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1122","ID1122",1122,17,12,0,4,0,1,39,6,0,0,0,1,6,3,2,7,0,3,0,0,0,0,0,0,5,0,0,0,9,0.147826086956522,0.104347826086957,0,0.0347826086956522,0,0.00869565217391304,0.339130434782609,0.0521739130434783,0,0,0,0.00869565217391304,0.0521739130434783,0.0260869565217391,0.0173913043478261,0.0608695652173913,0,0.0260869565217391,0,0,0,0,0,0,0.0434782608695652,0,0,0,0.0782608695652174,0.339130434782609,39,"221",115,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1123","ID1123",1123,27,12,0,7,4,1,85,3,0,0,0,0,5,1,1,10,0,1,0,0,0,1,0,0,3,1,0,0,7,0.159763313609467,0.0710059171597633,0,0.0414201183431953,0.0236686390532544,0.00591715976331361,0.502958579881657,0.0177514792899408,0,0,0,0,0.029585798816568,0.00591715976331361,0.00591715976331361,0.0591715976331361,0,0.00591715976331361,0,0,0,0.00591715976331361,0,0,0.0177514792899408,0.00591715976331361,0,0,0.0414201183431953,0.502958579881657,85,"221",169,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1124","ID1124",1124,19,7,0,5,4,4,64,1,0,0,0,3,2,4,1,7,1,2,1,0,0,0,1,0,0,1,0,0,0,0.149606299212598,0.0551181102362205,0,0.0393700787401575,0.031496062992126,0.031496062992126,0.503937007874016,0.0078740157480315,0,0,0,0.0236220472440945,0.015748031496063,0.031496062992126,0.0078740157480315,0.0551181102362205,0.0078740157480315,0.015748031496063,0.0078740157480315,0,0,0,0.0078740157480315,0,0,0.0078740157480315,0,0,0,0.503937007874016,64,"221",127,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1125","ID1125",1125,14,9,0,5,11,1,67,1,1,0,1,1,2,0,2,9,0,0,0,0,0,0,0,0,1,1,0,0,3,0.108527131782946,0.0697674418604651,0,0.0387596899224806,0.0852713178294574,0.00775193798449612,0.51937984496124,0.00775193798449612,0.00775193798449612,0,0.00775193798449612,0.00775193798449612,0.0155038759689922,0,0.0155038759689922,0.0697674418604651,0,0,0,0,0,0,0,0,0.00775193798449612,0.00775193798449612,0,0,0.0232558139534884,0.51937984496124,67,"221",129,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1126","ID1126",1126,10,7,1,6,23,4,107,1,0,0,0,0,2,5,1,7,0,3,0,0,0,1,0,0,0,1,0,0,9,0.0531914893617021,0.0372340425531915,0.00531914893617021,0.0319148936170213,0.122340425531915,0.0212765957446809,0.569148936170213,0.00531914893617021,0,0,0,0,0.0106382978723404,0.0265957446808511,0.00531914893617021,0.0372340425531915,0,0.0159574468085106,0,0,0,0.00531914893617021,0,0,0,0.00531914893617021,0,0,0.0478723404255319,0.569148936170213,107,"221",188,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1127","ID1127",1127,48,6,0,1,21,1,272,5,1,1,0,3,0,4,1,15,0,4,1,0,0,5,0,3,0,2,0,0,12,0.118226600985222,0.0147783251231527,0,0.00246305418719212,0.0517241379310345,0.00246305418719212,0.669950738916256,0.0123152709359606,0.00246305418719212,0.00246305418719212,0,0.00738916256157635,0,0.00985221674876847,0.00246305418719212,0.0369458128078818,0,0.00985221674876847,0.00246305418719212,0,0,0.0123152709359606,0,0.00738916256157635,0,0.00492610837438424,0,0,0.0295566502463054,0.669950738916256,272,"221",406,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1128","ID1128",1128,433,112,0,66,150,6,2355,47,4,6,3,16,22,48,11,241,4,16,3,1,2,38,4,2,3,8,0,0,214,0.113499344692005,0.0293577981651376,0,0.017300131061599,0.0393184796854522,0.00157273918741809,0.617300131061599,0.0123197903014417,0.00104849279161206,0.00157273918741809,0.000786369593709043,0.00419397116644823,0.00576671035386632,0.0125819134993447,0.00288335517693316,0.0631716906946265,0.00104849279161206,0.00419397116644823,0.000786369593709043,0.000262123197903014,0.000524246395806029,0.00996068152031455,0.00104849279161206,0.000524246395806029,0.000786369593709043,0.00209698558322412,0,0,0.0560943643512451,0.617300131061599,2355,"221",3815,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1129","ID1129",1129,198,54,0,45,52,3,859,42,4,2,1,5,10,28,9,98,1,8,1,1,0,21,0,0,3,2,0,0,94,0.128487994808566,0.0350421804023361,0,0.0292018170019468,0.0337443218689163,0.00194678780012979,0.557430240103829,0.027255029201817,0.00259571706683971,0.00129785853341986,0.000648929266709929,0.00324464633354964,0.00648929266709929,0.018170019467878,0.00584036340038936,0.063595068137573,0.000648929266709929,0.00519143413367943,0.000648929266709929,0.000648929266709929,0,0.0136275146009085,0,0,0.00194678780012979,0.00129785853341986,0,0,0.0609993510707333,0.557430240103829,859,"221",1541,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1130","ID1130",1130,37,8,0,11,23,0,246,5,1,0,0,0,2,4,0,15,1,1,0,0,0,2,0,0,1,0,1,0,24,0.0968586387434555,0.0209424083769634,0,0.0287958115183246,0.0602094240837696,0,0.643979057591623,0.0130890052356021,0.00261780104712042,0,0,0,0.00523560209424084,0.0104712041884817,0,0.0392670157068063,0.00261780104712042,0.00261780104712042,0,0,0,0.00523560209424084,0,0,0.00261780104712042,0,0.00261780104712042,0,0.06282722513089,0.643979057591623,246,"221",382,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1131","ID1131",1131,19,5,1,5,11,3,89,0,0,0,0,0,0,10,0,3,0,1,0,0,0,0,0,2,0,0,0,0,5,0.123376623376623,0.0324675324675325,0.00649350649350649,0.0324675324675325,0.0714285714285714,0.0194805194805195,0.577922077922078,0,0,0,0,0,0,0.0649350649350649,0,0.0194805194805195,0,0.00649350649350649,0,0,0,0,0,0.012987012987013,0,0,0,0,0.0324675324675325,0.577922077922078,89,"221",154,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1132","ID1132",1132,21,3,0,6,112,15,19,1,0,0,0,0,1,26,2,14,0,1,0,0,0,1,0,4,0,0,0,0,5,0.0909090909090909,0.012987012987013,0,0.025974025974026,0.484848484848485,0.0649350649350649,0.0822510822510823,0.00432900432900433,0,0,0,0,0.00432900432900433,0.112554112554113,0.00865800865800866,0.0606060606060606,0,0.00432900432900433,0,0,0,0.00432900432900433,0,0.0173160173160173,0,0,0,0,0.0216450216450216,0.484848484848485,112,"216",231,"Ranft / Ränftchen / Raftl / Rampftla o.Ä. / Ränftl"
"ID1133","ID1133",1133,50,17,0,9,228,101,14,5,0,0,0,0,0,113,4,44,0,0,0,0,0,2,0,4,1,11,0,1,23,0.0797448165869219,0.0271132376395534,0,0.0143540669856459,0.363636363636364,0.161084529505582,0.0223285486443381,0.00797448165869218,0,0,0,0,0,0.180223285486443,0.00637958532695375,0.0701754385964912,0,0,0,0,0,0.00318979266347687,0,0.00637958532695375,0.00159489633173844,0.0175438596491228,0,0.00159489633173844,0.0366826156299841,0.363636363636364,228,"216",627,"Ranft / Ränftchen / Raftl / Rampftla o.Ä. / Ränftl"
"ID1134","ID1134",1134,5,3,1,0,25,44,8,0,0,0,0,1,1,29,1,5,0,0,0,0,0,2,0,0,1,2,0,0,5,0.037593984962406,0.0225563909774436,0.0075187969924812,0,0.18796992481203,0.330827067669173,0.0601503759398496,0,0,0,0,0.0075187969924812,0.0075187969924812,0.218045112781955,0.0075187969924812,0.037593984962406,0,0,0,0,0,0.0150375939849624,0,0,0.0075187969924812,0.0150375939849624,0,0,0.037593984962406,0.330827067669173,44,"219",133,"Rankl"
"ID1135","ID1135",1135,17,3,0,4,33,99,2,3,0,0,0,0,0,71,0,4,0,1,0,0,0,0,0,0,0,3,0,0,4,0.069672131147541,0.0122950819672131,0,0.0163934426229508,0.135245901639344,0.405737704918033,0.00819672131147541,0.0122950819672131,0,0,0,0,0,0.290983606557377,0,0.0163934426229508,0,0.00409836065573771,0,0,0,0,0,0,0,0.0122950819672131,0,0,0.0163934426229508,0.405737704918033,99,"219",244,"Rankl"
"ID1136","ID1136",1136,2,1,0,1,5,27,0,0,0,0,1,0,0,30,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0277777777777778,0.0138888888888889,0,0.0138888888888889,0.0694444444444444,0.375,0,0,0,0,0.0138888888888889,0,0,0.416666666666667,0,0.0277777777777778,0,0,0,0,0,0,0,0,0,0.0416666666666667,0,0,0,0.416666666666667,30,"233",72,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID1137","ID1137",1137,2,2,0,3,7,29,0,0,1,0,0,0,0,24,1,1,0,0,0,0,0,0,0,1,0,4,0,0,2,0.025974025974026,0.025974025974026,0,0.038961038961039,0.0909090909090909,0.376623376623377,0,0,0.012987012987013,0,0,0,0,0.311688311688312,0.012987012987013,0.012987012987013,0,0,0,0,0,0,0,0.012987012987013,0,0.051948051948052,0,0,0.025974025974026,0.376623376623377,29,"219",77,"Rankl"
"ID1138","ID1138",1138,5,3,1,0,0,0,4,8,4,0,12,102,1,0,0,30,47,0,8,0,0,1,0,0,1,0,0,0,3,0.0217391304347826,0.0130434782608696,0.00434782608695652,0,0,0,0.0173913043478261,0.0347826086956522,0.0173913043478261,0,0.0521739130434783,0.443478260869565,0.00434782608695652,0,0,0.130434782608696,0.204347826086957,0,0.0347826086956522,0,0,0.00434782608695652,0,0,0.00434782608695652,0,0,0,0.0130434782608696,0.443478260869565,102,"228",230,"Knäuschen / Knäusle"
"ID1139","ID1139",1139,5,1,0,0,0,0,12,8,9,2,8,83,1,0,1,33,39,1,2,0,0,0,0,0,0,0,0,0,6,0.023696682464455,0.004739336492891,0,0,0,0,0.0568720379146919,0.037914691943128,0.042654028436019,0.00947867298578199,0.037914691943128,0.393364928909953,0.004739336492891,0,0.004739336492891,0.156398104265403,0.184834123222749,0.004739336492891,0.00947867298578199,0,0,0,0,0,0,0,0,0,0.028436018957346,0.393364928909953,83,"228",211,"Knäuschen / Knäusle"
"ID1140","ID1140",1140,9,2,0,2,0,0,7,9,7,5,38,92,1,0,0,28,61,1,7,0,0,0,0,0,0,0,0,0,5,0.0328467153284672,0.0072992700729927,0,0.0072992700729927,0,0,0.0255474452554745,0.0328467153284672,0.0255474452554745,0.0182481751824818,0.138686131386861,0.335766423357664,0.00364963503649635,0,0,0.102189781021898,0.222627737226277,0.00364963503649635,0.0255474452554745,0,0,0,0,0,0,0,0,0,0.0182481751824818,0.335766423357664,92,"228",274,"Knäuschen / Knäusle"
"ID1141","ID1141",1141,6,0,0,2,0,0,16,6,9,3,76,117,0,1,0,22,70,0,27,0,0,0,0,0,0,0,0,0,4,0.0167130919220056,0,0,0.00557103064066852,0,0,0.0445682451253482,0.0167130919220056,0.0250696378830084,0.00835654596100279,0.211699164345404,0.325905292479109,0,0.00278551532033426,0,0.0612813370473538,0.194986072423398,0,0.0752089136490251,0,0,0,0,0,0,0,0,0,0.011142061281337,0.325905292479109,117,"228",359,"Knäuschen / Knäusle"
"ID1142","ID1142",1142,6,0,0,0,1,0,33,2,1,1,47,82,1,1,0,10,44,0,53,0,0,0,0,0,0,0,0,0,11,0.0204778156996587,0,0,0,0.00341296928327645,0,0.112627986348123,0.0068259385665529,0.00341296928327645,0.00341296928327645,0.160409556313993,0.279863481228669,0.00341296928327645,0.00341296928327645,0,0.0341296928327645,0.150170648464164,0,0.180887372013652,0,0,0,0,0,0,0,0,0,0.037542662116041,0.279863481228669,82,"228",293,"Knäuschen / Knäusle"
"ID1143","ID1143",1143,2,2,0,0,1,0,49,3,0,3,10,37,1,0,0,6,22,1,33,0,0,0,0,0,0,0,0,0,1,0.0116959064327485,0.0116959064327485,0,0,0.00584795321637427,0,0.286549707602339,0.0175438596491228,0,0.0175438596491228,0.0584795321637427,0.216374269005848,0.00584795321637427,0,0,0.0350877192982456,0.128654970760234,0.00584795321637427,0.192982456140351,0,0,0,0,0,0,0,0,0,0.00584795321637427,0.286549707602339,49,"221",171,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1144","ID1144",1144,1,2,0,0,0,0,258,5,1,1,8,10,0,1,0,12,14,2,5,0,0,0,0,0,0,0,0,0,6,0.00306748466257669,0.00613496932515337,0,0,0,0,0.791411042944785,0.0153374233128834,0.00306748466257669,0.00306748466257669,0.0245398773006135,0.0306748466257669,0,0.00306748466257669,0,0.0368098159509202,0.0429447852760736,0.00613496932515337,0.0153374233128834,0,0,0,0,0,0,0,0,0,0.0184049079754601,0.791411042944785,258,"221",326,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1145","ID1145",1145,7,2,1,0,0,0,181,1,0,0,1,3,0,0,0,9,3,0,0,1,0,0,0,0,1,0,0,0,3,0.0328638497652582,0.00938967136150235,0.00469483568075117,0,0,0,0.849765258215962,0.00469483568075117,0,0,0.00469483568075117,0.0140845070422535,0,0,0,0.0422535211267606,0.0140845070422535,0,0,0.00469483568075117,0,0,0,0,0.00469483568075117,0,0,0,0.0140845070422535,0.849765258215962,181,"221",213,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1146","ID1146",1146,11,1,0,1,2,0,187,1,1,0,0,2,0,0,0,11,3,0,1,0,0,0,0,0,0,0,0,0,4,0.0488888888888889,0.00444444444444444,0,0.00444444444444444,0.00888888888888889,0,0.831111111111111,0.00444444444444444,0.00444444444444444,0,0,0.00888888888888889,0,0,0,0.0488888888888889,0.0133333333333333,0,0.00444444444444444,0,0,0,0,0,0,0,0,0,0.0177777777777778,0.831111111111111,187,"221",225,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1147","ID1147",1147,9,3,0,0,0,0,167,3,0,0,0,3,0,0,0,10,2,1,0,0,0,0,0,0,0,0,0,0,8,0.0436893203883495,0.0145631067961165,0,0,0,0,0.810679611650485,0.0145631067961165,0,0,0,0.0145631067961165,0,0,0,0.0485436893203883,0.00970873786407767,0.00485436893203883,0,0,0,0,0,0,0,0,0,0,0.0388349514563107,0.810679611650485,167,"221",206,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1148","ID1148",1148,14,5,0,2,1,0,315,3,1,0,1,7,0,0,2,20,1,0,1,0,0,0,0,0,0,0,0,0,6,0.0369393139841689,0.0131926121372032,0,0.00527704485488127,0.00263852242744063,0,0.831134564643799,0.0079155672823219,0.00263852242744063,0,0.00263852242744063,0.0184696569920844,0,0,0.00527704485488127,0.0527704485488127,0.00263852242744063,0,0.00263852242744063,0,0,0,0,0,0,0,0,0,0.0158311345646438,0.831134564643799,315,"221",379,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1149","ID1149",1149,31,6,0,3,4,0,693,10,6,1,1,5,3,0,1,38,0,3,2,0,0,0,0,0,0,0,0,0,18,0.0375757575757576,0.00727272727272727,0,0.00363636363636364,0.00484848484848485,0,0.84,0.0121212121212121,0.00727272727272727,0.00121212121212121,0.00121212121212121,0.00606060606060606,0.00363636363636364,0,0.00121212121212121,0.0460606060606061,0,0.00363636363636364,0.00242424242424242,0,0,0,0,0,0,0,0,0,0.0218181818181818,0.84,693,"221",825,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1150","ID1150",1150,81,17,0,2,5,2,962,27,7,0,1,13,6,1,2,90,1,6,2,0,0,0,0,0,0,0,1,0,50,0.0634796238244514,0.0133228840125392,0,0.00156739811912226,0.00391849529780564,0.00156739811912226,0.753918495297806,0.0211598746081505,0.0054858934169279,0,0.000783699059561128,0.0101880877742947,0.00470219435736677,0.000783699059561128,0.00156739811912226,0.0705329153605016,0.000783699059561128,0.00470219435736677,0.00156739811912226,0,0,0,0,0,0,0,0.000783699059561128,0,0.0391849529780564,0.753918495297806,962,"221",1276,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
"ID1151","ID1151",1151,75,18,0,2,7,0,673,44,8,1,4,25,5,2,3,75,2,6,5,0,0,0,0,0,1,0,0,0,59,0.0738916256157636,0.0177339901477833,0,0.00197044334975369,0.00689655172413793,0,0.663054187192118,0.0433497536945813,0.00788177339901478,0.000985221674876847,0.00394088669950739,0.0246305418719212,0.00492610837438424,0.00197044334975369,0.00295566502463054,0.0738916256157636,0.00197044334975369,0.00591133004926108,0.00492610837438424,0,0,0,0,0,0.000985221674876847,0,0,0,0.058128078817734,0.663054187192118,673,"221",1015,"Knorze / der Knorze(n) / Knörzchen / Knerzel / Knetzja / Knerzje / Knörz(e)l"
