"id","hexID","X210","X212","X213","X214","X216","X219","X221","X224","X225","X226","X227","X228","X229","X233","X236","X237","X240","X245","X246","X248","X251","X252","X255","X256","X257","X258","X259","X261","X262","rel_210","rel_212","rel_213","rel_214","rel_216","rel_219","rel_221","rel_224","rel_225","rel_226","rel_227","rel_228","rel_229","rel_233","rel_236","rel_237","rel_240","rel_245","rel_246","rel_248","rel_251","rel_252","rel_255","rel_256","rel_257","rel_258","rel_259","rel_261","rel_262","relMax","absMax","maxLevel","total","antwort"
"ID66","ID66",66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,1,"216",3,"Ranft / Ränftchen / Raftl / Rampftla o.Ä. / Ränftl"
"ID67","ID67",67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0.166666666666667,0,0,0,0,0,0,0.5,0,0,0.5,3,"259",6,"Chäppeli / ds Chäppi"
"ID68","ID68",68,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,8,0,1,0,0.117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0.294117647058824,0,0,0,0,0,0,0.470588235294118,0,0.0588235294117647,0.470588235294118,8,"259",17,"Chäppeli / ds Chäppi"
"ID69","ID69",69,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,0,0,0,0,0,0,3,0,1,0,0.0952380952380952,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0,0.0476190476190476,0,0,0,0.571428571428571,0,0,0,0,0,0,0.142857142857143,0,0.0476190476190476,0.571428571428571,12,"248",21,"Murggel/Mürggel/Mürggu / Mirggel / Muger"
"ID70","ID70",70,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,0,0,0,0,6,0,0,0.0232558139534884,0.162790697674419,0.0232558139534884,0,0.0232558139534884,0,0,0,0,0,0,0,0,0,0,0,0.0232558139534884,0,0,0.604651162790698,0,0,0,0,0,0,0.13953488372093,0,0,0.604651162790698,26,"248",43,"Murggel/Mürggel/Mürggu / Mirggel / Muger"
"ID71","ID71",71,1,2,2,0,0,0,0,1,0,0,0,1,0,0,1,2,1,0,0,9,0,0,0,0,0,0,0,0,0,0.05,0.1,0.1,0,0,0,0,0.05,0,0,0,0.05,0,0,0.05,0.1,0.05,0,0,0.45,0,0,0,0,0,0,0,0,0,0.45,9,"248",20,"Murggel/Mürggel/Mürggu / Mirggel / Muger"
"ID72","ID72",72,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0.25,0,0,0,0.333333333333333,0,0,0,0,0,0,0.0833333333333333,0,0,0.333333333333333,4,"248",12,"Murggel/Mürggel/Mürggu / Mirggel / Muger"
"ID73","ID73",73,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0.1,0,0,0,0.5,0,0,0,0,0,0,0.1,0,0,0.5,5,"248",10,"Murggel/Mürggel/Mürggu / Mirggel / Muger"
"ID74","ID74",74,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.285714285714286,0.142857142857143,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0.142857142857143,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.285714285714286,2,"212",7,"Anschnitt"
"ID75","ID75",75,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,2,"212",4,"Anschnitt"
"ID76","ID76",76,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0.166666666666667,0.166666666666667,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0,0.166666666666667,0.166666666666667,1,"210",6,"Kanten / Kante / Käntchen"
"ID77","ID77",77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"233",1,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID78","ID78",78,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,"212",2,"Anschnitt"
"ID79","ID79",79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0.75,3,"251",4,"Mutsch"
"ID80","ID80",80,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.285714285714286,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.428571428571429,3,"237",7,"Kurste / Krust / Krüstchen"
"ID81","ID81",81,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0.333333333333333,1,"212",3,"Anschnitt"
"ID82","ID82",82,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0.4,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0.4,4,"212",10,"Anschnitt"
"ID83","ID83",83,0,16,5,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.470588235294118,0.147058823529412,0,0,0,0,0,0,0,0,0,0,0.0294117647058824,0.117647058823529,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0.176470588235294,0.470588235294118,16,"212",34,"Anschnitt"
"ID84","ID84",84,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.125,0.375,0,0.125,0,0,0,0,0,0,0,0,0,0.125,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.375,3,"212",8,"Anschnitt"
"ID85","ID85",85,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,"212",2,"Anschnitt"
"ID86","ID86",86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"212",1,"Anschnitt"
"ID87","ID87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID88","ID88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID89","ID89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID90","ID90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID91","ID91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID92","ID92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID93","ID93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID94","ID94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID95","ID95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID96","ID96",96,1,0,0,0,9,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.18,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,40,"233",50,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID97","ID97",97,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,7,"233",8,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID98","ID98",98,2,1,0,0,14,1,0,1,0,0,0,1,0,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0176991150442478,0.00884955752212389,0,0,0.123893805309735,0.00884955752212389,0,0.00884955752212389,0,0,0,0.00884955752212389,0,0.805309734513274,0,0.00884955752212389,0,0,0,0,0,0,0,0,0,0,0,0,0.00884955752212389,0.805309734513274,91,"233",113,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID99","ID99",99,11,0,0,2,69,3,1,1,0,0,0,0,0,514,0,10,0,0,0,0,0,0,0,0,0,4,0,0,8,0.0176565008025682,0,0,0.00321027287319422,0.110754414125201,0.00481540930979133,0.00160513643659711,0.00160513643659711,0,0,0,0,0,0.825040128410915,0,0.0160513643659711,0,0,0,0,0,0,0,0,0,0.00642054574638844,0,0,0.0128410914927769,0.825040128410915,514,"233",623,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID100","ID100",100,1,0,0,0,5,0,0,0,0,0,0,0,0,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00862068965517241,0,0,0,0.0431034482758621,0,0,0,0,0,0,0,0,0.931034482758621,0,0.00862068965517241,0,0,0,0,0,0,0,0,0,0,0,0,0.00862068965517241,0.931034482758621,108,"233",116,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID101","ID101",101,4,0,0,0,9,1,0,0,0,0,0,0,0,90,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036036036036036,0,0,0,0.0810810810810811,0.00900900900900901,0,0,0,0,0,0,0,0.810810810810811,0.00900900900900901,0.045045045045045,0,0,0,0,0,0,0,0,0,0,0,0,0.00900900900900901,0.810810810810811,90,"233",111,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID102","ID102",102,17,2,0,1,22,5,0,3,0,0,0,0,1,559,2,9,0,0,0,0,0,0,0,0,0,1,0,0,8,0.026984126984127,0.00317460317460317,0,0.00158730158730159,0.0349206349206349,0.00793650793650794,0,0.00476190476190476,0,0,0,0,0.00158730158730159,0.887301587301587,0.00317460317460317,0.0142857142857143,0,0,0,0,0,0,0,0,0,0.00158730158730159,0,0,0.0126984126984127,0.887301587301587,559,"233",630,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID103","ID103",103,2,0,0,0,0,0,0,1,0,0,0,0,0,35,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487804878048781,0,0,0,0,0,0,0.024390243902439,0,0,0,0,0,0.853658536585366,0,0.0731707317073171,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853658536585366,35,"233",41,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID104","ID104",104,1,2,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0238095238095238,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0.904761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238095238095238,0.904761904761905,38,"233",42,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID105","ID105",105,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,"233",22,"Scherz / Scherzel / Scherzerl / Scherz(e)l"
"ID106","ID106",106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"213",1,"Anhau"
"ID107","ID107",107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,1,"212",3,"Anschnitt"
"ID108","ID108",108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"212",1,"Anschnitt"
"ID109","ID109",109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857142857,0,0,0,0,0,0,0,0,0,0.857142857142857,6,"248",7,"Murggel/Mürggel/Mürggu / Mirggel / Muger"
"ID110","ID110",110,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,12,0,0,0,0,0,0,1,0,1,0.125,0.125,0,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0.0416666666666667,0.5,0,0,0,0,0,0,0.0416666666666667,0,0.0416666666666667,0.5,12,"248",24,"Murggel/Mürggel/Mürggu / Mirggel / Muger"
"ID111","ID111",111,0,2,0,1,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,41,2,0,0,0,0,0,4,0,0,0,0.0357142857142857,0,0.0178571428571429,0.0357142857142857,0,0,0,0,0,0,0,0.0178571428571429,0.0178571428571429,0,0.0178571428571429,0,0.0178571428571429,0,0.732142857142857,0.0357142857142857,0,0,0,0,0,0.0714285714285714,0,0,0.732142857142857,41,"248",56,"Murggel/Mürggel/Mürggu / Mirggel / Muger"
"ID112","ID112",112,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,5,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.75,0,0,0,0,0,0,0.125,0,0,0.75,30,"248",40,"Murggel/Mürggel/Mürggu / Mirggel / Muger"
"ID113","ID113",113,2,33,16,1,12,0,0,1,0,0,0,0,0,0,3,2,0,1,0,407,1,0,0,0,0,0,11,0,3,0.00405679513184584,0.0669371196754564,0.0324543610547667,0.00202839756592292,0.0243407707910751,0,0,0.00202839756592292,0,0,0,0,0,0,0.00608519269776876,0.00405679513184584,0,0.00202839756592292,0,0.825557809330629,0.00202839756592292,0,0,0,0,0,0.0223123732251521,0,0.00608519269776876,0.825557809330629,407,"248",493,"Murggel/Mürggel/Mürggu / Mirggel / Muger"
"ID114","ID114",114,0,12,4,0,1,0,3,0,0,0,0,0,0,1,0,5,0,0,0,96,1,0,0,0,0,0,6,0,1,0,0.0923076923076923,0.0307692307692308,0,0.00769230769230769,0,0.0230769230769231,0,0,0,0,0,0,0.00769230769230769,0,0.0384615384615385,0,0,0,0.738461538461539,0.00769230769230769,0,0,0,0,0,0.0461538461538462,0,0.00769230769230769,0.738461538461539,96,"248",130,"Murggel/Mürggel/Mürggu / Mirggel / Muger"
"ID115","ID115",115,0,3,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0.0666666666666667,0.111111111111111,0,0.0222222222222222,0,0,0.0222222222222222,0,0,0,0,0,0,0,0,0,0,0,0.755555555555556,0.0222222222222222,0,0,0,0,0,0,0,0,0.755555555555556,34,"248",45,"Murggel/Mürggel/Mürggu / Mirggel / Muger"
"ID116","ID116",116,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,26,2,0,0,0,1,0,1,0,0,0.0277777777777778,0.0555555555555556,0.0277777777777778,0,0,0,0,0,0,0,0,0,0.0277777777777778,0,0.0277777777777778,0,0,0,0,0.722222222222222,0.0555555555555556,0,0,0,0.0277777777777778,0,0.0277777777777778,0,0,0.722222222222222,26,"248",36,"Murggel/Mürggel/Mürggu / Mirggel / Muger"
"ID117","ID117",117,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0.0909090909090909,0,0,0,0.454545454545455,0,0,0,0,0,0,0.0909090909090909,0,0,0.454545454545455,5,"248",11,"Murggel/Mürggel/Mürggu / Mirggel / Muger"
"ID118","ID118",118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.125,0.5,4,"248",8,"Murggel/Mürggel/Mürggu / Mirggel / Muger"
"ID119","ID119",119,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0.181818181818182,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636363636363636,0,0,0,0,0.0909090909090909,0,0,0,0,0.636363636363636,7,"248",11,"Murggel/Mürggel/Mürggu / Mirggel / Muger"
"ID120","ID120",120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0.666666666666667,2,"248",3,"Murggel/Mürggel/Mürggu / Mirggel / Muger"
"ID121","ID121",121,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0.125,0,0,0,0,0,0,0.125,0.25,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.375,3,"212",8,"Anschnitt"
"ID122","ID122",122,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.454545454545455,0.363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818181818182,0.454545454545455,5,"212",11,"Anschnitt"
"ID123","ID123",123,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0.571428571428571,0.142857142857143,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571428571,4,"212",7,"Anschnitt"
"ID124","ID124",124,1,17,3,0,0,0,0,1,0,0,0,0,0,0,5,4,1,0,0,2,5,0,0,0,0,0,0,0,1,0.025,0.425,0.075,0,0,0,0,0.025,0,0,0,0,0,0,0.125,0.1,0.025,0,0,0.05,0.125,0,0,0,0,0,0,0,0.025,0.425,17,"212",40,"Anschnitt"
"ID125","ID125",125,0,22,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,1,0,3,0,0.55,0.15,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0.025,0.15,0,0,0,0,0,0.025,0,0.075,0.55,22,"212",40,"Anschnitt"
"ID126","ID126",126,1,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,1,0,3,0.037037037037037,0.407407407407407,0.0740740740740741,0.037037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185185185185185,0.111111111111111,0,0,0,0,0,0.037037037037037,0,0.111111111111111,0.407407407407407,11,"212",27,"Anschnitt"
"ID127","ID127",127,0,6,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0.375,0.0625,0.0625,0,0,0.0625,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0.125,0,0,0,0.0625,0,0,0,0.1875,0.375,6,"212",16,"Anschnitt"
"ID128","ID128",128,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,1,"212",3,"Anschnitt"
"ID129","ID129",129,0,2,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.2,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,3,"262",10,"Das Ende"
"ID130","ID130",130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,"216",2,"Ranft / Ränftchen / Raftl / Rampftla o.Ä. / Ränftl"
"ID131","ID131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID132","ID132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID133","ID133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID134","ID134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID135","ID135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID136","ID136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ID137","ID137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
