"id","hexID","X152","X153","X154","X155","X156","X157","rel_152","rel_153","rel_154","rel_155","rel_156","rel_157","relMax","absMax","maxLevel","total","antwort"
"ID636","ID636",636,54,277,3,1,1,3,0.15929203539823,0.817109144542773,0.00884955752212389,0.00294985250737463,0.00294985250737463,0.00884955752212389,0.817109144542773,277,"153",339,"Geldbeutel"
"ID637","ID637",637,65,426,4,2,1,2,0.13,0.852,0.008,0.004,0.002,0.004,0.852,426,"153",500,"Geldbeutel"
"ID638","ID638",638,8,105,0,1,2,0,0.0689655172413793,0.905172413793103,0,0.00862068965517241,0.0172413793103448,0,0.905172413793103,105,"153",116,"Geldbeutel"
"ID639","ID639",639,23,247,0,1,4,2,0.0830324909747292,0.891696750902527,0,0.0036101083032491,0.0144404332129964,0.0072202166064982,0.891696750902527,247,"153",277,"Geldbeutel"
"ID640","ID640",640,26,202,1,1,1,0,0.112554112554113,0.874458874458874,0.00432900432900433,0.00432900432900433,0.00432900432900433,0,0.874458874458874,202,"153",231,"Geldbeutel"
"ID641","ID641",641,25,359,1,2,4,2,0.0636132315521628,0.913486005089059,0.00254452926208651,0.00508905852417303,0.0101781170483461,0.00508905852417303,0.913486005089059,359,"153",393,"Geldbeutel"
"ID642","ID642",642,15,260,3,1,1,1,0.0533807829181495,0.925266903914591,0.0106761565836299,0.00355871886120996,0.00355871886120996,0.00355871886120996,0.925266903914591,260,"153",281,"Geldbeutel"
"ID643","ID643",643,42,343,4,2,2,1,0.106598984771574,0.870558375634518,0.0101522842639594,0.0050761421319797,0.0050761421319797,0.00253807106598985,0.870558375634518,343,"153",394,"Geldbeutel"
"ID644","ID644",644,9,130,0,0,1,0,0.0642857142857143,0.928571428571429,0,0,0.00714285714285714,0,0.928571428571429,130,"153",140,"Geldbeutel"
"ID645","ID645",645,29,588,1,9,10,1,0.0454545454545455,0.921630094043887,0.00156739811912226,0.0141065830721003,0.0156739811912226,0.00156739811912226,0.921630094043887,588,"153",638,"Geldbeutel"
"ID646","ID646",646,7,121,0,2,2,0,0.053030303030303,0.916666666666667,0,0.0151515151515152,0.0151515151515152,0,0.916666666666667,121,"153",132,"Geldbeutel"
"ID647","ID647",647,12,203,0,1,1,2,0.0547945205479452,0.926940639269406,0,0.0045662100456621,0.0045662100456621,0.0091324200913242,0.926940639269406,203,"153",219,"Geldbeutel"
"ID648","ID648",648,19,235,5,1,3,1,0.071969696969697,0.890151515151515,0.0189393939393939,0.00378787878787879,0.0113636363636364,0.00378787878787879,0.890151515151515,235,"153",264,"Geldbeutel"
"ID649","ID649",649,52,453,3,4,14,2,0.0984848484848485,0.857954545454545,0.00568181818181818,0.00757575757575758,0.0265151515151515,0.00378787878787879,0.857954545454545,453,"153",528,"Geldbeutel"
"ID650","ID650",650,34,200,4,4,6,0,0.137096774193548,0.806451612903226,0.0161290322580645,0.0161290322580645,0.0241935483870968,0,0.806451612903226,200,"153",248,"Geldbeutel"
"ID651","ID651",651,68,363,6,4,14,0,0.149450549450549,0.797802197802198,0.0131868131868132,0.00879120879120879,0.0307692307692308,0,0.797802197802198,363,"153",455,"Geldbeutel"
"ID652","ID652",652,136,532,5,10,21,0,0.193181818181818,0.755681818181818,0.00710227272727273,0.0142045454545455,0.0298295454545455,0,0.755681818181818,532,"153",704,"Geldbeutel"
"ID653","ID653",653,269,762,14,16,57,3,0.239964317573595,0.679750223015165,0.0124888492417484,0.0142729705619982,0.0508474576271186,0.00267618198037467,0.679750223015165,762,"153",1121,"Geldbeutel"
"ID654","ID654",654,312,1065,13,29,67,2,0.209677419354839,0.715725806451613,0.00873655913978495,0.019489247311828,0.0450268817204301,0.00134408602150538,0.715725806451613,1065,"153",1488,"Geldbeutel"
"ID655","ID655",655,51,252,3,13,18,1,0.150887573964497,0.745562130177515,0.00887573964497041,0.0384615384615385,0.0532544378698225,0.0029585798816568,0.745562130177515,252,"153",338,"Geldbeutel"
"ID656","ID656",656,32,264,7,5,16,4,0.0975609756097561,0.804878048780488,0.0213414634146341,0.0152439024390244,0.0487804878048781,0.0121951219512195,0.804878048780488,264,"153",328,"Geldbeutel"
"ID657","ID657",657,25,226,5,4,14,1,0.0909090909090909,0.821818181818182,0.0181818181818182,0.0145454545454545,0.0509090909090909,0.00363636363636364,0.821818181818182,226,"153",275,"Geldbeutel"
"ID658","ID658",658,5,135,3,5,5,0,0.0326797385620915,0.882352941176471,0.0196078431372549,0.0326797385620915,0.0326797385620915,0,0.882352941176471,135,"153",153,"Geldbeutel"
"ID659","ID659",659,11,186,0,1,6,0,0.053921568627451,0.911764705882353,0,0.00490196078431373,0.0294117647058824,0,0.911764705882353,186,"153",204,"Geldbeutel"
"ID660","ID660",660,17,129,1,1,9,0,0.10828025477707,0.821656050955414,0.00636942675159236,0.00636942675159236,0.0573248407643312,0,0.821656050955414,129,"153",157,"Geldbeutel"
"ID661","ID661",661,13,74,40,4,7,1,0.0935251798561151,0.532374100719424,0.287769784172662,0.0287769784172662,0.0503597122302158,0.00719424460431655,0.532374100719424,74,"153",139,"Geldbeutel"
"ID662","ID662",662,4,6,103,2,8,1,0.032258064516129,0.0483870967741935,0.830645161290323,0.0161290322580645,0.0645161290322581,0.00806451612903226,0.830645161290323,103,"154",124,"Geldtasche/-tasch(er)l"
"ID663","ID663",663,4,7,111,4,13,0,0.0287769784172662,0.0503597122302158,0.798561151079137,0.0287769784172662,0.0935251798561151,0,0.798561151079137,111,"154",139,"Geldtasche/-tasch(er)l"
"ID664","ID664",664,2,1,70,2,6,0,0.0246913580246914,0.0123456790123457,0.864197530864197,0.0246913580246914,0.0740740740740741,0,0.864197530864197,70,"154",81,"Geldtasche/-tasch(er)l"
"ID665","ID665",665,4,1,121,4,11,0,0.0283687943262411,0.00709219858156028,0.858156028368794,0.0283687943262411,0.0780141843971631,0,0.858156028368794,121,"154",141,"Geldtasche/-tasch(er)l"
"ID666","ID666",666,0,3,332,10,23,0,0,0.00815217391304348,0.902173913043478,0.0271739130434783,0.0625,0,0.902173913043478,332,"154",368,"Geldtasche/-tasch(er)l"
"ID667","ID667",667,3,1,211,11,16,1,0.0123456790123457,0.00411522633744856,0.868312757201646,0.0452674897119342,0.065843621399177,0.00411522633744856,0.868312757201646,211,"154",243,"Geldtasche/-tasch(er)l"
"ID668","ID668",668,2,3,151,9,16,0,0.0110497237569061,0.0165745856353591,0.834254143646409,0.0497237569060773,0.0883977900552486,0,0.834254143646409,151,"154",181,"Geldtasche/-tasch(er)l"
"ID669","ID669",669,7,1,224,10,23,0,0.0264150943396226,0.00377358490566038,0.845283018867925,0.0377358490566038,0.0867924528301887,0,0.845283018867925,224,"154",265,"Geldtasche/-tasch(er)l"
"ID670","ID670",670,4,0,144,8,16,1,0.023121387283237,0,0.832369942196532,0.046242774566474,0.092485549132948,0.00578034682080925,0.832369942196532,144,"154",173,"Geldtasche/-tasch(er)l"
"ID671","ID671",671,14,4,383,46,51,0,0.0281124497991968,0.00803212851405622,0.769076305220884,0.0923694779116466,0.102409638554217,0,0.769076305220884,383,"154",498,"Geldtasche/-tasch(er)l"
"ID672","ID672",672,0,3,49,19,31,0,0,0.0294117647058824,0.480392156862745,0.186274509803922,0.303921568627451,0,0.480392156862745,49,"154",102,"Geldtasche/-tasch(er)l"
"ID673","ID673",673,2,3,52,66,58,0,0.0110497237569061,0.0165745856353591,0.287292817679558,0.364640883977901,0.320441988950276,0,0.364640883977901,66,"155",181,"(Geld-)Börse/-Börs(er)l"
"ID674","ID674",674,0,1,17,28,27,0,0,0.0136986301369863,0.232876712328767,0.383561643835616,0.36986301369863,0,0.383561643835616,28,"155",73,"(Geld-)Börse/-Börs(er)l"
"ID675","ID675",675,1,1,21,49,29,1,0.00980392156862745,0.00980392156862745,0.205882352941176,0.480392156862745,0.284313725490196,0.00980392156862745,0.480392156862745,49,"155",102,"(Geld-)Börse/-Börs(er)l"
"ID676","ID676",676,0,1,2,17,19,0,0,0.0256410256410256,0.0512820512820513,0.435897435897436,0.487179487179487,0,0.487179487179487,19,"156",39,"Brieftasche/Briaftoschn"
"ID677","ID677",677,1,1,3,39,13,0,0.0175438596491228,0.0175438596491228,0.0526315789473684,0.684210526315789,0.228070175438596,0,0.684210526315789,39,"155",57,"(Geld-)Börse/-Börs(er)l"
"ID678","ID678",678,1,0,7,71,17,0,0.0104166666666667,0,0.0729166666666667,0.739583333333333,0.177083333333333,0,0.739583333333333,71,"155",96,"(Geld-)Börse/-Börs(er)l"
"ID679","ID679",679,4,2,4,40,7,0,0.0701754385964912,0.0350877192982456,0.0701754385964912,0.701754385964912,0.12280701754386,0,0.701754385964912,40,"155",57,"(Geld-)Börse/-Börs(er)l"
"ID680","ID680",680,2,0,3,37,6,0,0.0416666666666667,0,0.0625,0.770833333333333,0.125,0,0.770833333333333,37,"155",48,"(Geld-)Börse/-Börs(er)l"
"ID681","ID681",681,7,5,10,129,14,1,0.0421686746987952,0.0301204819277108,0.0602409638554217,0.77710843373494,0.0843373493975904,0.00602409638554217,0.77710843373494,129,"155",166,"(Geld-)Börse/-Börs(er)l"
"ID682","ID682",682,37,5,44,672,51,1,0.045679012345679,0.00617283950617284,0.054320987654321,0.82962962962963,0.062962962962963,0.00123456790123457,0.82962962962963,672,"155",810,"(Geld-)Börse/-Börs(er)l"
"ID683","ID683",683,5,1,6,81,13,1,0.0467289719626168,0.00934579439252336,0.0560747663551402,0.757009345794392,0.121495327102804,0.00934579439252336,0.757009345794392,81,"155",107,"(Geld-)Börse/-Börs(er)l"
"ID684","ID684",684,2,0,2,69,7,0,0.025,0,0.025,0.8625,0.0875,0,0.8625,69,"155",80,"(Geld-)Börse/-Börs(er)l"
"ID685","ID685",685,3,1,5,87,9,1,0.0283018867924528,0.00943396226415094,0.0471698113207547,0.820754716981132,0.0849056603773585,0.00943396226415094,0.820754716981132,87,"155",106,"(Geld-)Börse/-Börs(er)l"
"ID686","ID686",686,0,0,1,22,4,0,0,0,0.037037037037037,0.814814814814815,0.148148148148148,0,0.814814814814815,22,"155",27,"(Geld-)Börse/-Börs(er)l"
"ID687","ID687",687,0,0,1,4,1,0,0,0,0.166666666666667,0.666666666666667,0.166666666666667,0,0.666666666666667,4,"155",6,"(Geld-)Börse/-Börs(er)l"
"ID688","ID688",688,57,298,0,2,1,5,0.15702479338843,0.820936639118457,0,0.00550964187327824,0.00275482093663912,0.0137741046831956,0.820936639118457,298,"153",363,"Geldbeutel"
"ID689","ID689",689,60,273,3,1,1,1,0.176991150442478,0.805309734513274,0.00884955752212389,0.00294985250737463,0.00294985250737463,0.00294985250737463,0.805309734513274,273,"153",339,"Geldbeutel"
"ID690","ID690",690,28,146,1,0,3,4,0.153846153846154,0.802197802197802,0.00549450549450549,0,0.0164835164835165,0.021978021978022,0.802197802197802,146,"153",182,"Geldbeutel"
"ID691","ID691",691,14,172,0,1,1,2,0.0736842105263158,0.905263157894737,0,0.00526315789473684,0.00526315789473684,0.0105263157894737,0.905263157894737,172,"153",190,"Geldbeutel"
"ID692","ID692",692,57,318,1,5,3,4,0.146907216494845,0.819587628865979,0.00257731958762887,0.0128865979381443,0.0077319587628866,0.0103092783505155,0.819587628865979,318,"153",388,"Geldbeutel"
"ID693","ID693",693,68,498,3,3,3,4,0.117443868739206,0.860103626943005,0.00518134715025907,0.00518134715025907,0.00518134715025907,0.00690846286701209,0.860103626943005,498,"153",579,"Geldbeutel"
"ID694","ID694",694,37,288,0,2,2,4,0.111111111111111,0.864864864864865,0,0.00600600600600601,0.00600600600600601,0.012012012012012,0.864864864864865,288,"153",333,"Geldbeutel"
"ID695","ID695",695,27,263,0,1,1,1,0.0921501706484642,0.897610921501707,0,0.00341296928327645,0.00341296928327645,0.00341296928327645,0.897610921501707,263,"153",293,"Geldbeutel"
"ID696","ID696",696,31,256,0,0,1,3,0.106529209621993,0.879725085910653,0,0,0.00343642611683849,0.0103092783505155,0.879725085910653,256,"153",291,"Geldbeutel"
"ID697","ID697",697,17,145,0,0,0,3,0.103030303030303,0.878787878787879,0,0,0,0.0181818181818182,0.878787878787879,145,"153",165,"Geldbeutel"
"ID698","ID698",698,19,202,1,0,0,1,0.0852017937219731,0.905829596412556,0.00448430493273543,0,0,0.00448430493273543,0.905829596412556,202,"153",223,"Geldbeutel"
"ID699","ID699",699,14,131,0,0,1,1,0.0952380952380952,0.891156462585034,0,0,0.00680272108843537,0.00680272108843537,0.891156462585034,131,"153",147,"Geldbeutel"
"ID700","ID700",700,19,341,0,1,3,1,0.0520547945205479,0.934246575342466,0,0.00273972602739726,0.00821917808219178,0.00273972602739726,0.934246575342466,341,"153",365,"Geldbeutel"
"ID701","ID701",701,16,302,0,0,1,1,0.05,0.94375,0,0,0.003125,0.003125,0.94375,302,"153",320,"Geldbeutel"
"ID702","ID702",702,10,235,0,3,0,0,0.0403225806451613,0.94758064516129,0,0.0120967741935484,0,0,0.94758064516129,235,"153",248,"Geldbeutel"
"ID703","ID703",703,6,157,1,1,1,0,0.036144578313253,0.94578313253012,0.00602409638554217,0.00602409638554217,0.00602409638554217,0,0.94578313253012,157,"153",166,"Geldbeutel"
"ID704","ID704",704,9,182,0,0,3,0,0.0463917525773196,0.938144329896907,0,0,0.0154639175257732,0,0.938144329896907,182,"153",194,"Geldbeutel"
"ID705","ID705",705,10,94,1,3,4,0,0.0892857142857143,0.839285714285714,0.00892857142857143,0.0267857142857143,0.0357142857142857,0,0.839285714285714,94,"153",112,"Geldbeutel"
"ID706","ID706",706,30,218,3,2,3,1,0.116731517509728,0.848249027237354,0.0116731517509728,0.00778210116731518,0.0116731517509728,0.00389105058365759,0.848249027237354,218,"153",257,"Geldbeutel"
"ID707","ID707",707,37,244,3,2,6,0,0.126712328767123,0.835616438356164,0.0102739726027397,0.00684931506849315,0.0205479452054795,0,0.835616438356164,244,"153",292,"Geldbeutel"
"ID708","ID708",708,22,229,1,5,11,1,0.0817843866171004,0.851301115241636,0.00371747211895911,0.0185873605947955,0.0408921933085502,0.00371747211895911,0.851301115241636,229,"153",269,"Geldbeutel"
"ID709","ID709",709,135,964,10,19,30,1,0.116479723899914,0.831751509922347,0.00862812769628991,0.0163934426229508,0.0258843830888697,0.000862812769628991,0.831751509922347,964,"153",1159,"Geldbeutel"
"ID710","ID710",710,356,1382,15,38,65,1,0.191707054388799,0.744211093161012,0.00807754442649435,0.020463112547119,0.0350026925148088,0.00053850296176629,0.744211093161012,1382,"153",1857,"Geldbeutel"
"ID711","ID711",711,1417,4898,58,132,263,5,0.209213051823417,0.723165510113687,0.00856341355381663,0.0194891480879965,0.0388306511147202,0.000738225306363502,0.723165510113687,4898,"153",6773,"Geldbeutel"
"ID712","ID712",712,132,611,5,10,29,1,0.16751269035533,0.775380710659898,0.00634517766497462,0.0126903553299492,0.0368020304568528,0.00126903553299492,0.775380710659898,611,"153",788,"Geldbeutel"
"ID713","ID713",713,29,221,0,4,4,2,0.111538461538462,0.85,0,0.0153846153846154,0.0153846153846154,0.00769230769230769,0.85,221,"153",260,"Geldbeutel"
"ID714","ID714",714,13,126,1,4,5,0,0.087248322147651,0.845637583892617,0.00671140939597315,0.0268456375838926,0.0335570469798658,0,0.845637583892617,126,"153",149,"Geldbeutel"
"ID715","ID715",715,7,148,0,2,5,1,0.0429447852760736,0.907975460122699,0,0.0122699386503067,0.0306748466257669,0.00613496932515337,0.907975460122699,148,"153",163,"Geldbeutel"
"ID716","ID716",716,5,157,2,1,10,0,0.0285714285714286,0.897142857142857,0.0114285714285714,0.00571428571428571,0.0571428571428571,0,0.897142857142857,157,"153",175,"Geldbeutel"
"ID717","ID717",717,15,236,6,1,13,1,0.0551470588235294,0.867647058823529,0.0220588235294118,0.00367647058823529,0.0477941176470588,0.00367647058823529,0.867647058823529,236,"153",272,"Geldbeutel"
"ID718","ID718",718,25,315,7,3,10,1,0.0692520775623269,0.872576177285319,0.0193905817174515,0.00831024930747922,0.0277008310249307,0.00277008310249307,0.872576177285319,315,"153",361,"Geldbeutel"
"ID719","ID719",719,7,123,26,3,10,1,0.0411764705882353,0.723529411764706,0.152941176470588,0.0176470588235294,0.0588235294117647,0.00588235294117647,0.723529411764706,123,"153",170,"Geldbeutel"
"ID720","ID720",720,4,17,159,12,12,1,0.0195121951219512,0.0829268292682927,0.775609756097561,0.0585365853658537,0.0585365853658537,0.0048780487804878,0.775609756097561,159,"154",205,"Geldtasche/-tasch(er)l"
"ID721","ID721",721,1,3,92,0,19,0,0.00869565217391304,0.0260869565217391,0.8,0,0.165217391304348,0,0.8,92,"154",115,"Geldtasche/-tasch(er)l"
"ID722","ID722",722,1,2,78,0,32,0,0.00884955752212389,0.0176991150442478,0.690265486725664,0,0.283185840707965,0,0.690265486725664,78,"154",113,"Geldtasche/-tasch(er)l"
"ID723","ID723",723,5,1,188,9,52,0,0.0196078431372549,0.00392156862745098,0.737254901960784,0.0352941176470588,0.203921568627451,0,0.737254901960784,188,"154",255,"Geldtasche/-tasch(er)l"
"ID724","ID724",724,0,1,73,1,25,1,0,0.0099009900990099,0.722772277227723,0.0099009900990099,0.247524752475248,0.0099009900990099,0.722772277227723,73,"154",101,"Geldtasche/-tasch(er)l"
"ID725","ID725",725,2,1,197,6,25,0,0.00865800865800866,0.00432900432900433,0.852813852813853,0.025974025974026,0.108225108225108,0,0.852813852813853,197,"154",231,"Geldtasche/-tasch(er)l"
"ID726","ID726",726,19,4,699,36,85,1,0.0225118483412322,0.004739336492891,0.828199052132701,0.042654028436019,0.100710900473934,0.00118483412322275,0.828199052132701,699,"154",844,"Geldtasche/-tasch(er)l"
"ID727","ID727",727,14,2,309,19,47,0,0.0358056265984655,0.0051150895140665,0.790281329923274,0.0485933503836317,0.120204603580563,0,0.790281329923274,309,"154",391,"Geldtasche/-tasch(er)l"
"ID728","ID728",728,5,2,221,17,30,0,0.0181818181818182,0.00727272727272727,0.803636363636364,0.0618181818181818,0.109090909090909,0,0.803636363636364,221,"154",275,"Geldtasche/-tasch(er)l"
"ID729","ID729",729,3,1,165,28,36,0,0.0128755364806867,0.00429184549356223,0.708154506437768,0.120171673819742,0.15450643776824,0,0.708154506437768,165,"154",233,"Geldtasche/-tasch(er)l"
"ID730","ID730",730,1,0,48,16,29,0,0.0106382978723404,0,0.51063829787234,0.170212765957447,0.308510638297872,0,0.51063829787234,48,"154",94,"Geldtasche/-tasch(er)l"
"ID731","ID731",731,3,0,50,85,97,2,0.0126582278481013,0,0.210970464135021,0.358649789029536,0.409282700421941,0.00843881856540084,0.409282700421941,97,"156",237,"Brieftasche/Briaftoschn"
"ID732","ID732",732,2,0,16,62,25,1,0.0188679245283019,0,0.150943396226415,0.584905660377358,0.235849056603774,0.00943396226415094,0.584905660377358,62,"155",106,"(Geld-)Börse/-Börs(er)l"
"ID733","ID733",733,1,1,3,89,48,0,0.00704225352112676,0.00704225352112676,0.0211267605633803,0.626760563380282,0.338028169014085,0,0.626760563380282,89,"155",142,"(Geld-)Börse/-Börs(er)l"
"ID734","ID734",734,2,2,7,116,27,0,0.012987012987013,0.012987012987013,0.0454545454545455,0.753246753246753,0.175324675324675,0,0.753246753246753,116,"155",154,"(Geld-)Börse/-Börs(er)l"
"ID735","ID735",735,5,3,13,291,58,0,0.0135135135135135,0.00810810810810811,0.0351351351351351,0.786486486486486,0.156756756756757,0,0.786486486486486,291,"155",370,"(Geld-)Börse/-Börs(er)l"
"ID736","ID736",736,7,1,14,264,26,0,0.0224358974358974,0.00320512820512821,0.0448717948717949,0.846153846153846,0.0833333333333333,0,0.846153846153846,264,"155",312,"(Geld-)Börse/-Börs(er)l"
"ID737","ID737",737,6,1,10,121,11,1,0.04,0.00666666666666667,0.0666666666666667,0.806666666666667,0.0733333333333333,0.00666666666666667,0.806666666666667,121,"155",150,"(Geld-)Börse/-Börs(er)l"
"ID738","ID738",738,18,2,19,191,21,0,0.0717131474103586,0.00796812749003984,0.0756972111553785,0.760956175298805,0.0836653386454183,0,0.760956175298805,191,"155",251,"(Geld-)Börse/-Börs(er)l"
"ID739","ID739",739,144,16,123,1157,152,2,0.0903387703889586,0.0100376411543287,0.0771643663739021,0.725846925972397,0.095357590966123,0.00125470514429109,0.725846925972397,1157,"155",1594,"(Geld-)Börse/-Börs(er)l"
"ID740","ID740",740,595,67,611,4917,557,9,0.0880698638247484,0.00991711071640024,0.0904381290704559,0.727797513321492,0.082445233866193,0.00133214920071048,0.727797513321492,4917,"155",6756,"(Geld-)Börse/-Börs(er)l"
"ID741","ID741",741,29,4,45,344,30,1,0.0640176600441501,0.00883002207505519,0.0993377483443709,0.759381898454746,0.0662251655629139,0.0022075055187638,0.759381898454746,344,"155",453,"(Geld-)Börse/-Börs(er)l"
"ID742","ID742",742,0,0,0,36,5,0,0,0,0,0.878048780487805,0.121951219512195,0,0.878048780487805,36,"155",41,"(Geld-)Börse/-Börs(er)l"
"ID743","ID743",743,1,0,0,21,1,0,0.0434782608695652,0,0,0.91304347826087,0.0434782608695652,0,0.91304347826087,21,"155",23,"(Geld-)Börse/-Börs(er)l"
"ID744","ID744",744,89,432,3,0,1,8,0.166979362101313,0.810506566604128,0.00562851782363977,0,0.00187617260787992,0.0150093808630394,0.810506566604128,432,"153",533,"Geldbeutel"
"ID745","ID745",745,48,300,0,0,2,8,0.134078212290503,0.837988826815642,0,0,0.00558659217877095,0.0223463687150838,0.837988826815642,300,"153",358,"Geldbeutel"
