"id","hexID","X121","X122","X123","X124","X125","X127","X128","X129","X130","X131","X134","X135","X136","X139","X140","X141","X142","X143","X144","X9999","rel_121","rel_122","rel_123","rel_124","rel_125","rel_127","rel_128","rel_129","rel_130","rel_131","rel_134","rel_135","rel_136","rel_139","rel_140","rel_141","rel_142","rel_143","rel_144","rel_9999","relMax","absMax","maxLevel","total","antwort"
"ID2237","ID2237",2237,1689,7,2,0,4,214,12,139,4,2,0,1,0,0,1,0,0,0,1,0,0.813583815028902,0.00337186897880539,0.000963391136801541,0,0.00192678227360308,0.103082851637765,0.00578034682080925,0.0669556840077071,0.00192678227360308,0.000963391136801541,0,0.000481695568400771,0,0,0.000481695568400771,0,0,0,0.000481695568400771,0,0.813583815028902,1689,"121",2076,"Schluckauf"
"ID2238","ID2238",2238,353,1,0,0,2,39,1,34,1,0,0,0,1,0,0,0,0,0,0,0,0.81712962962963,0.00231481481481481,0,0,0.00462962962962963,0.0902777777777778,0.00231481481481481,0.0787037037037037,0.00231481481481481,0,0,0,0.00231481481481481,0,0,0,0,0,0,0,0.81712962962963,353,"121",432,"Schluckauf"
"ID2239","ID2239",2239,144,2,0,1,1,22,1,10,1,0,0,0,0,0,0,0,0,1,0,0,0.786885245901639,0.0109289617486339,0,0.00546448087431694,0.00546448087431694,0.120218579234973,0.00546448087431694,0.0546448087431694,0.00546448087431694,0,0,0,0,0,0,0,0,0.00546448087431694,0,0,0.786885245901639,144,"121",183,"Schluckauf"
"ID2240","ID2240",2240,185,3,1,1,0,19,1,15,0,0,0,0,1,0,0,0,0,1,0,0,0.814977973568282,0.013215859030837,0.00440528634361234,0.00440528634361234,0,0.0837004405286344,0.00440528634361234,0.066079295154185,0,0,0,0,0.00440528634361234,0,0,0,0,0.00440528634361234,0,0,0.814977973568282,185,"121",227,"Schluckauf"
"ID2241","ID2241",2241,92,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0.836363636363636,0,0,0,0,0.0818181818181818,0,0.0727272727272727,0,0,0,0,0,0,0,0,0,0.00909090909090909,0,0,0.836363636363636,92,"121",110,"Schluckauf"
"ID2242","ID2242",2242,127,0,0,0,0,19,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0.79375,0,0,0,0,0.11875,0.0125,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0.79375,127,"121",160,"Schluckauf"
"ID2243","ID2243",2243,147,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0.08,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.84,147,"121",175,"Schluckauf"
"ID2244","ID2244",2244,71,0,0,0,1,7,1,11,0,0,2,0,0,0,0,0,0,0,0,0,0.763440860215054,0,0,0,0.010752688172043,0.0752688172043011,0.010752688172043,0.118279569892473,0,0,0.021505376344086,0,0,0,0,0,0,0,0,0,0.763440860215054,71,"121",93,"Schluckauf"
"ID2245","ID2245",2245,51,0,0,0,1,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.784615384615385,0,0,0,0.0153846153846154,0.123076923076923,0.0153846153846154,0.0615384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0.784615384615385,51,"121",65,"Schluckauf"
"ID2246","ID2246",2246,92,0,0,0,0,9,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0.85981308411215,0,0,0,0,0.0841121495327103,0.0186915887850467,0.0280373831775701,0.00934579439252336,0,0,0,0,0,0,0,0,0,0,0,0.85981308411215,92,"121",107,"Schluckauf"
"ID2247","ID2247",2247,161,1,0,0,1,22,2,12,0,0,0,1,0,0,0,0,0,0,0,0,0.805,0.005,0,0,0.005,0.11,0.01,0.06,0,0,0,0.005,0,0,0,0,0,0,0,0,0.805,161,"121",200,"Schluckauf"
"ID2248","ID2248",2248,33,1,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.733333333333333,0.0222222222222222,0,0,0,0.111111111111111,0,0.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.733333333333333,33,"121",45,"Schluckauf"
"ID2249","ID2249",2249,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909090909,0,0,0,0,0.0454545454545455,0,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909090909,20,"121",22,"Schluckauf"
"ID2250","ID2250",2250,82,1,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.863157894736842,0.0105263157894737,0,0,0,0.0842105263157895,0,0.0421052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0.863157894736842,82,"121",95,"Schluckauf"
"ID2251","ID2251",2251,26,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.866666666666667,0.0333333333333333,0,0,0,0.0333333333333333,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.866666666666667,26,"121",30,"Schluckauf"
"ID2252","ID2252",2252,16,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.125,0,0,0,0.125,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,16,"121",24,"Schluckauf"
"ID2253","ID2253",2253,17,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708333333333333,0.0416666666666667,0,0,0,0.208333333333333,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708333333333333,17,"121",24,"Schluckauf"
"ID2254","ID2254",2254,180,21,1,0,0,25,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0.73469387755102,0.0857142857142857,0.00408163265306122,0,0,0.102040816326531,0.0163265306122449,0.0571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0.73469387755102,180,"121",245,"Schluckauf"
"ID2255","ID2255",2255,66,3,1,0,0,7,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0.733333333333333,0.0333333333333333,0.0111111111111111,0,0,0.0777777777777778,0.0333333333333333,0.1,0,0,0,0,0,0,0,0,0,0,0,0.0111111111111111,0.733333333333333,66,"121",90,"Schluckauf"
"ID2256","ID2256",2256,19,3,1,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.59375,0.09375,0.03125,0,0.03125,0.0625,0.0625,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.59375,19,"121",32,"Schluckauf"
"ID2257","ID2257",2257,25,4,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.657894736842105,0.105263157894737,0,0,0,0.0789473684210526,0.0263157894736842,0.131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0.657894736842105,25,"121",38,"Schluckauf"
"ID2258","ID2258",2258,22,2,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.6875,0.0625,0,0,0,0.09375,0.0625,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0.6875,22,"121",32,"Schluckauf"
"ID2259","ID2259",2259,21,5,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.636363636363636,0.151515151515152,0,0,0,0.121212121212121,0.0606060606060606,0.0303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0.636363636363636,21,"121",33,"Schluckauf"
"ID2260","ID2260",2260,29,9,0,0,0,3,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0.58,0.18,0,0,0,0.06,0.02,0.12,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0.58,29,"121",50,"Schluckauf"
"ID2261","ID2261",2261,46,12,0,0,0,5,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0.647887323943662,0.169014084507042,0,0,0,0.0704225352112676,0,0.0985915492957746,0.0140845070422535,0,0,0,0,0,0,0,0,0,0,0,0.647887323943662,46,"121",71,"Schluckauf"
"ID2262","ID2262",2262,12,4,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.545454545454545,0.181818181818182,0,0,0,0.136363636363636,0,0.0909090909090909,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0,0.545454545454545,12,"121",22,"Schluckauf"
"ID2263","ID2263",2263,35,16,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.573770491803279,0.262295081967213,0,0,0,0.0655737704918033,0.0327868852459016,0.0655737704918033,0,0,0,0,0,0,0,0,0,0,0,0,0.573770491803279,35,"121",61,"Schluckauf"
"ID2264","ID2264",2264,37,7,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.711538461538462,0.134615384615385,0,0,0,0.0576923076923077,0.0384615384615385,0.0576923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0.711538461538462,37,"121",52,"Schluckauf"
"ID2265","ID2265",2265,50,8,0,0,0,15,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0.588235294117647,0.0941176470588235,0,0,0,0.176470588235294,0.0352941176470588,0.105882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0.588235294117647,50,"121",85,"Schluckauf"
"ID2266","ID2266",2266,5,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0,0,0,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5,"121",10,"Schluckauf"
"ID2267","ID2267",2267,21,8,0,0,0,6,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.19047619047619,0,0,0,0.142857142857143,0.0238095238095238,0.119047619047619,0,0,0,0,0,0,0.0238095238095238,0,0,0,0,0,0.5,21,"121",42,"Schluckauf"
"ID2268","ID2268",2268,51,14,0,0,0,4,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0.614457831325301,0.168674698795181,0,0,0,0.0481927710843374,0.0240963855421687,0.132530120481928,0.0120481927710843,0,0,0,0,0,0,0,0,0,0,0,0.614457831325301,51,"121",83,"Schluckauf"
"ID2269","ID2269",2269,188,41,0,0,0,19,11,21,3,0,0,1,0,0,0,0,0,0,1,0,0.659649122807018,0.143859649122807,0,0,0,0.0666666666666667,0.0385964912280702,0.0736842105263158,0.0105263157894737,0,0,0.00350877192982456,0,0,0,0,0,0,0.00350877192982456,0,0.659649122807018,188,"121",285,"Schluckauf"
"ID2270","ID2270",2270,224,0,1,1,1,14,1,22,0,0,0,1,0,0,0,0,0,0,0,0,0.845283018867925,0,0.00377358490566038,0.00377358490566038,0.00377358490566038,0.0528301886792453,0.00377358490566038,0.0830188679245283,0,0,0,0.00377358490566038,0,0,0,0,0,0,0,0,0.845283018867925,224,"121",265,"Schluckauf"
"ID2271","ID2271",2271,398,2,1,0,1,39,0,46,0,0,0,1,1,0,0,0,0,0,0,0,0.813905930470348,0.00408997955010225,0.00204498977505112,0,0.00204498977505112,0.0797546012269939,0,0.0940695296523517,0,0,0,0.00204498977505112,0.00204498977505112,0,0,0,0,0,0,0,0.813905930470348,398,"121",489,"Schluckauf"
"ID2272","ID2272",2272,78,0,0,0,1,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.829787234042553,0,0,0,0.0106382978723404,0.074468085106383,0.0106382978723404,0.074468085106383,0,0,0,0,0,0,0,0,0,0,0,0,0.829787234042553,78,"121",94,"Schluckauf"
"ID2273","ID2273",2273,115,1,0,0,0,15,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0.815602836879433,0.00709219858156028,0,0,0,0.106382978723404,0.00709219858156028,0.0567375886524823,0,0,0,0.00709219858156028,0,0,0,0,0,0,0,0,0.815602836879433,115,"121",141,"Schluckauf"
"ID2274","ID2274",2274,244,2,0,0,2,26,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.856140350877193,0.00701754385964912,0,0,0.00701754385964912,0.0912280701754386,0,0.0385964912280702,0,0,0,0,0,0,0,0,0,0,0,0,0.856140350877193,244,"121",285,"Schluckauf"
"ID2275","ID2275",2275,1080,9,1,0,3,97,3,100,0,0,0,2,0,0,0,0,0,0,0,0,0.833976833976834,0.00694980694980695,0.000772200772200772,0,0.00231660231660232,0.0749034749034749,0.00231660231660232,0.0772200772200772,0,0,0,0.00154440154440154,0,0,0,0,0,0,0,0,0.833976833976834,1080,"121",1295,"Schluckauf"
"ID2276","ID2276",2276,187,0,0,0,2,18,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0.838565022421525,0,0,0,0.00896860986547085,0.0807174887892377,0,0.0672645739910314,0,0,0,0.00448430493273543,0,0,0,0,0,0,0,0,0.838565022421525,187,"121",223,"Schluckauf"
"ID2277","ID2277",2277,168,0,0,0,1,19,5,17,0,0,0,1,0,0,0,0,0,0,0,0,0.796208530805687,0,0,0,0.004739336492891,0.0900473933649289,0.023696682464455,0.0805687203791469,0,0,0,0.004739336492891,0,0,0,0,0,0,0,0,0.796208530805687,168,"121",211,"Schluckauf"
"ID2278","ID2278",2278,235,4,2,0,1,26,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0.827464788732394,0.0140845070422535,0.00704225352112676,0,0.00352112676056338,0.0915492957746479,0.00352112676056338,0.0528169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0.827464788732394,235,"121",284,"Schluckauf"
"ID2279","ID2279",2279,436,3,1,0,2,47,3,35,0,0,1,0,0,0,0,0,0,0,0,0,0.825757575757576,0.00568181818181818,0.00189393939393939,0,0.00378787878787879,0.0890151515151515,0.00568181818181818,0.0662878787878788,0,0,0.00189393939393939,0,0,0,0,0,0,0,0,0,0.825757575757576,436,"121",528,"Schluckauf"
"ID2280","ID2280",2280,124,1,0,0,0,24,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.789808917197452,0.00636942675159236,0,0,0,0.152866242038217,0.00636942675159236,0.0445859872611465,0,0,0,0,0,0,0,0,0,0,0,0,0.789808917197452,124,"121",157,"Schluckauf"
"ID2281","ID2281",2281,71,0,0,0,1,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.825581395348837,0,0,0,0.0116279069767442,0.127906976744186,0,0.0348837209302326,0,0,0,0,0,0,0,0,0,0,0,0,0.825581395348837,71,"121",86,"Schluckauf"
"ID2282","ID2282",2282,127,0,1,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.835526315789474,0,0.00657894736842105,0,0,0.0789473684210526,0,0.0789473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0.835526315789474,127,"121",152,"Schluckauf"
"ID2283","ID2283",2283,179,1,1,0,0,26,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0.795555555555556,0.00444444444444444,0.00444444444444444,0,0,0.115555555555556,0,0.0755555555555556,0.00444444444444444,0,0,0,0,0,0,0,0,0,0,0,0.795555555555556,179,"121",225,"Schluckauf"
"ID2284","ID2284",2284,96,0,0,0,1,12,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0.761904761904762,0,0,0,0.00793650793650794,0.0952380952380952,0.00793650793650794,0.126984126984127,0,0,0,0,0,0,0,0,0,0,0,0,0.761904761904762,96,"121",126,"Schluckauf"
"ID2285","ID2285",2285,100,1,1,0,0,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333333333,0.00833333333333333,0.00833333333333333,0,0,0.075,0.0166666666666667,0.0583333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333333333,100,"121",120,"Schluckauf"
"ID2286","ID2286",2286,90,0,0,0,1,9,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0.810810810810811,0,0,0,0.00900900900900901,0.0810810810810811,0.018018018018018,0.0720720720720721,0,0,0,0.00900900900900901,0,0,0,0,0,0,0,0,0.810810810810811,90,"121",111,"Schluckauf"
"ID2287","ID2287",2287,92,0,1,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.901960784313726,0,0.00980392156862745,0,0,0.0490196078431373,0,0.0392156862745098,0,0,0,0,0,0,0,0,0,0,0,0,0.901960784313726,92,"121",102,"Schluckauf"
"ID2288","ID2288",2288,465,2,0,0,1,58,6,37,0,0,0,2,0,0,0,0,0,0,0,0,0.814360770577933,0.00350262697022767,0,0,0.00175131348511384,0.101576182136602,0.010507880910683,0.0647985989492119,0,0,0,0.00350262697022767,0,0,0,0,0,0,0,0,0.814360770577933,465,"121",571,"Schluckauf"
"ID2289","ID2289",2289,428,3,0,0,1,52,4,27,0,0,0,1,0,0,0,0,0,0,0,0,0.829457364341085,0.00581395348837209,0,0,0.00193798449612403,0.10077519379845,0.00775193798449612,0.0523255813953488,0,0,0,0.00193798449612403,0,0,0,0,0,0,0,0,0.829457364341085,428,"121",516,"Schluckauf"
"ID2290","ID2290",2290,64,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.876712328767123,0,0,0,0,0.0684931506849315,0.0136986301369863,0.0410958904109589,0,0,0,0,0,0,0,0,0,0,0,0,0.876712328767123,64,"121",73,"Schluckauf"
"ID2291","ID2291",2291,25,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.735294117647059,0.0294117647058824,0,0,0,0.117647058823529,0,0.117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0.735294117647059,25,"121",34,"Schluckauf"
"ID2292","ID2292",2292,36,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.857142857142857,0,0,0,0,0.0952380952380952,0,0.0238095238095238,0,0,0,0,0.0238095238095238,0,0,0,0,0,0,0,0.857142857142857,36,"121",42,"Schluckauf"
"ID2293","ID2293",2293,15,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.681818181818182,0,0.0454545454545455,0,0,0.181818181818182,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0.681818181818182,15,"121",22,"Schluckauf"
"ID2294","ID2294",2294,30,3,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.652173913043478,0.0652173913043478,0,0,0,0.195652173913043,0,0.0869565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0.652173913043478,30,"121",46,"Schluckauf"
"ID2295","ID2295",2295,14,0,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.636363636363636,0,0,0,0,0.136363636363636,0.0909090909090909,0.0909090909090909,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0,0.636363636363636,14,"121",22,"Schluckauf"
"ID2296","ID2296",2296,21,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807692307692308,0.115384615384615,0,0,0.0384615384615385,0,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807692307692308,21,"121",26,"Schluckauf"
"ID2297","ID2297",2297,24,3,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727272727,0.0909090909090909,0,0,0,0.0606060606060606,0.0303030303030303,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727272727,24,"121",33,"Schluckauf"
"ID2298","ID2298",2298,15,5,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.576923076923077,0.192307692307692,0,0,0,0.153846153846154,0,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0.576923076923077,15,"121",26,"Schluckauf"
"ID2299","ID2299",2299,39,11,1,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.183333333333333,0.0166666666666667,0,0,0.0666666666666667,0.05,0.0333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.65,39,"121",60,"Schluckauf"
"ID2300","ID2300",2300,15,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.652173913043478,0.217391304347826,0,0,0,0.0869565217391304,0,0.0434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0.652173913043478,15,"121",23,"Schluckauf"
"ID2301","ID2301",2301,42,10,0,0,0,7,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0.591549295774648,0.140845070422535,0,0,0,0.0985915492957746,0.0563380281690141,0.0985915492957746,0.0140845070422535,0,0,0,0,0,0,0,0,0,0,0,0.591549295774648,42,"121",71,"Schluckauf"
"ID2302","ID2302",2302,15,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.1,0,0,0,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.75,15,"121",20,"Schluckauf"
"ID2303","ID2303",2303,20,2,0,0,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.606060606060606,0.0606060606060606,0,0,0,0.151515151515152,0.0606060606060606,0.121212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0.606060606060606,20,"121",33,"Schluckauf"
"ID2304","ID2304",2304,22,2,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.0606060606060606,0,0,0,0.181818181818182,0.0303030303030303,0.0606060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,22,"121",33,"Schluckauf"
"ID2305","ID2305",2305,28,7,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571428571,0.142857142857143,0,0,0,0.0816326530612245,0.0612244897959184,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571428571,28,"121",49,"Schluckauf"
"ID2306","ID2306",2306,22,4,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.121212121212121,0,0,0,0.0909090909090909,0.0606060606060606,0.0606060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,22,"121",33,"Schluckauf"
"ID2307","ID2307",2307,26,8,0,0,0,5,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0.565217391304348,0.173913043478261,0,0,0,0.108695652173913,0.0434782608695652,0.0652173913043478,0.0217391304347826,0,0,0,0,0.0217391304347826,0,0,0,0,0,0,0.565217391304348,26,"121",46,"Schluckauf"
"ID2308","ID2308",2308,15,5,0,0,0,5,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0.46875,0.15625,0,0,0,0.15625,0.0625,0.125,0.03125,0,0,0,0,0,0,0,0,0,0,0,0.46875,15,"121",32,"Schluckauf"
"ID2309","ID2309",2309,19,9,0,0,1,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0.463414634146341,0.219512195121951,0,0,0.024390243902439,0.121951219512195,0.024390243902439,0.146341463414634,0,0,0,0,0,0,0,0,0,0,0,0,0.463414634146341,19,"121",41,"Schluckauf"
"ID2310","ID2310",2310,17,8,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.53125,0.25,0,0,0,0.09375,0.0625,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.53125,17,"121",32,"Schluckauf"
"ID2311","ID2311",2311,16,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727272727,0.0454545454545455,0,0,0,0.181818181818182,0,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727272727,16,"121",22,"Schluckauf"
"ID2312","ID2312",2312,22,4,0,0,0,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.511627906976744,0.0930232558139535,0,0,0,0.255813953488372,0.0465116279069767,0.0930232558139535,0,0,0,0,0,0,0,0,0,0,0,0,0.511627906976744,22,"121",43,"Schluckauf"
"ID2313","ID2313",2313,160,1,0,0,1,22,0,15,1,0,0,0,1,0,0,0,0,0,0,0,0.796019900497512,0.00497512437810945,0,0,0.00497512437810945,0.109452736318408,0,0.0746268656716418,0.00497512437810945,0,0,0,0.00497512437810945,0,0,0,0,0,0,0,0.796019900497512,160,"121",201,"Schluckauf"
"ID2314","ID2314",2314,235,1,0,0,0,33,1,32,0,0,0,0,0,1,0,0,0,0,0,0,0.775577557755776,0.0033003300330033,0,0,0,0.108910891089109,0.0033003300330033,0.105610561056106,0,0,0,0,0,0.0033003300330033,0,0,0,0,0,0,0.775577557755776,235,"121",303,"Schluckauf"
"ID2315","ID2315",2315,182,1,0,0,2,20,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0.823529411764706,0.00452488687782805,0,0,0.00904977375565611,0.0904977375565611,0,0.0678733031674208,0,0,0,0.00452488687782805,0,0,0,0,0,0,0,0,0.823529411764706,182,"121",221,"Schluckauf"
"ID2316","ID2316",2316,76,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.791666666666667,0,0,0,0,0.125,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.791666666666667,76,"121",96,"Schluckauf"
"ID2317","ID2317",2317,93,0,0,0,1,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0.837837837837838,0,0,0,0.00900900900900901,0.0720720720720721,0,0.0810810810810811,0,0,0,0,0,0,0,0,0,0,0,0,0.837837837837838,93,"121",111,"Schluckauf"
"ID2318","ID2318",2318,94,1,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.796610169491525,0.00847457627118644,0,0,0,0.0847457627118644,0,0.110169491525424,0,0,0,0,0,0,0,0,0,0,0,0,0.796610169491525,94,"121",118,"Schluckauf"
"ID2319","ID2319",2319,214,2,0,0,0,19,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0.84251968503937,0.0078740157480315,0,0,0,0.0748031496062992,0,0.0669291338582677,0.0078740157480315,0,0,0,0,0,0,0,0,0,0,0,0.84251968503937,214,"121",254,"Schluckauf"
"ID2320","ID2320",2320,89,0,0,0,0,7,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0.831775700934579,0,0,0,0,0.0654205607476635,0.00934579439252336,0.0934579439252336,0,0,0,0,0,0,0,0,0,0,0,0,0.831775700934579,89,"121",107,"Schluckauf"
"ID2321","ID2321",2321,198,1,0,0,1,26,3,17,1,0,0,1,0,0,0,0,0,1,0,0,0.795180722891566,0.00401606425702811,0,0,0.00401606425702811,0.104417670682731,0.0120481927710843,0.0682730923694779,0.00401606425702811,0,0,0.00401606425702811,0,0,0,0,0,0.00401606425702811,0,0,0.795180722891566,198,"121",249,"Schluckauf"
"ID2322","ID2322",2322,55,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.723684210526316,0,0,0,0,0.144736842105263,0,0.131578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0.723684210526316,55,"121",76,"Schluckauf"
"ID2323","ID2323",2323,65,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.764705882352941,0,0,0,0,0.176470588235294,0,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0.764705882352941,65,"121",85,"Schluckauf"
"ID2324","ID2324",2324,69,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.821428571428571,0,0,0,0,0.0952380952380952,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.821428571428571,69,"121",84,"Schluckauf"
"ID2325","ID2325",2325,38,1,0,0,0,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0.791666666666667,0.0208333333333333,0,0,0,0.0833333333333333,0,0.0833333333333333,0,0,0,0.0208333333333333,0,0,0,0,0,0,0,0,0.791666666666667,38,"121",48,"Schluckauf"
"ID2326","ID2326",2326,103,0,1,0,0,18,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0.762962962962963,0,0.00740740740740741,0,0,0.133333333333333,0,0.0962962962962963,0,0,0,0,0,0,0,0,0,0,0,0,0.762962962962963,103,"121",135,"Schluckauf"
"ID2327","ID2327",2327,77,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0.793814432989691,0,0,0,0,0.0824742268041237,0,0.123711340206186,0,0,0,0,0,0,0,0,0,0,0,0,0.793814432989691,77,"121",97,"Schluckauf"
