"id","hexID","X47","X48","X49","X50","X51","X54","X55","X56","X57","X58","X59","X60","X61","X62","rel_47","rel_48","rel_49","rel_50","rel_51","rel_54","rel_55","rel_56","rel_57","rel_58","rel_59","rel_60","rel_61","rel_62","relMax","absMax","maxLevel","total","antwort"
"ID1808","ID1808",1808,4,0,21,30,33,0,0,0,0,0,0,0,0,0,0.0454545454545455,0,0.238636363636364,0.340909090909091,0.375,0,0,0,0,0,0,0,0,0,0.375,33,"51",88,"(Fleisch-/Gehacktes-)Klösschen /  (Fleisch-/Gehacktes-)Kloss /  (Brat-)Klösschen"
"ID1809","ID1809",1809,14,1,61,42,67,0,0,0,0,0,1,0,0,0,0.0752688172043011,0.00537634408602151,0.327956989247312,0.225806451612903,0.360215053763441,0,0,0,0,0,0.00537634408602151,0,0,0,0.360215053763441,67,"51",186,"(Fleisch-/Gehacktes-)Klösschen /  (Fleisch-/Gehacktes-)Kloss /  (Brat-)Klösschen"
"ID1810","ID1810",1810,12,0,42,39,23,1,0,2,0,0,0,0,0,0,0.100840336134454,0,0.352941176470588,0.327731092436975,0.19327731092437,0.00840336134453781,0,0.0168067226890756,0,0,0,0,0,0,0.352941176470588,42,"49",119,"Bulette"
"ID1811","ID1811",1811,31,1,135,160,48,1,0,2,0,0,8,0,0,6,0.0790816326530612,0.00255102040816327,0.344387755102041,0.408163265306122,0.122448979591837,0.00255102040816327,0,0.00510204081632653,0,0,0.0204081632653061,0,0,0.0153061224489796,0.408163265306122,160,"50",392,"(Brat-/Fleisch-)Klops"
"ID1812","ID1812",1812,10,0,38,49,10,0,1,0,0,0,2,0,0,0,0.0909090909090909,0,0.345454545454545,0.445454545454545,0.0909090909090909,0,0.00909090909090909,0,0,0,0.0181818181818182,0,0,0,0.445454545454545,49,"50",110,"(Brat-/Fleisch-)Klops"
"ID1813","ID1813",1813,5,0,29,23,3,0,0,0,0,0,1,0,0,0,0.0819672131147541,0,0.475409836065574,0.377049180327869,0.0491803278688525,0,0,0,0,0,0.0163934426229508,0,0,0,0.475409836065574,29,"49",61,"Bulette"
"ID1814","ID1814",1814,7,0,18,21,0,0,0,0,0,0,1,0,0,0,0.148936170212766,0,0.382978723404255,0.446808510638298,0,0,0,0,0,0,0.0212765957446809,0,0,0,0.446808510638298,21,"50",47,"(Brat-/Fleisch-)Klops"
"ID1815","ID1815",1815,2,1,12,21,1,0,0,0,0,0,1,0,0,0,0.0526315789473684,0.0263157894736842,0.315789473684211,0.552631578947368,0.0263157894736842,0,0,0,0,0,0.0263157894736842,0,0,0,0.552631578947368,21,"50",38,"(Brat-/Fleisch-)Klops"
"ID1816","ID1816",1816,3,0,37,35,1,0,0,0,0,0,1,0,0,0,0.038961038961039,0,0.480519480519481,0.454545454545455,0.012987012987013,0,0,0,0,0,0.012987012987013,0,0,0,0.480519480519481,37,"49",77,"Bulette"
"ID1817","ID1817",1817,10,0,28,24,2,0,0,0,0,0,3,0,0,1,0.147058823529412,0,0.411764705882353,0.352941176470588,0.0294117647058824,0,0,0,0,0,0.0441176470588235,0,0,0.0147058823529412,0.411764705882353,28,"49",68,"Bulette"
"ID1818","ID1818",1818,2,0,30,24,2,0,0,0,0,0,3,0,0,0,0.0327868852459016,0,0.491803278688525,0.39344262295082,0.0327868852459016,0,0,0,0,0,0.0491803278688525,0,0,0,0.491803278688525,30,"49",61,"Bulette"
"ID1819","ID1819",1819,21,0,140,115,2,0,0,1,0,0,0,1,0,0,0.075,0,0.5,0.410714285714286,0.00714285714285714,0,0,0.00357142857142857,0,0,0,0.00357142857142857,0,0,0.5,140,"49",280,"Bulette"
"ID1820","ID1820",1820,8,0,36,34,0,0,0,0,0,0,2,0,0,0,0.1,0,0.45,0.425,0,0,0,0,0,0,0.025,0,0,0,0.45,36,"49",80,"Bulette"
"ID1821","ID1821",1821,8,0,54,36,0,0,0,0,0,0,0,0,0,0,0.0816326530612245,0,0.551020408163265,0.36734693877551,0,0,0,0,0,0,0,0,0,0,0.551020408163265,54,"49",98,"Bulette"
"ID1822","ID1822",1822,4,0,49,23,0,0,0,0,0,0,1,1,0,1,0.0506329113924051,0,0.620253164556962,0.291139240506329,0,0,0,0,0,0,0.0126582278481013,0.0126582278481013,0,0.0126582278481013,0.620253164556962,49,"49",79,"Bulette"
"ID1823","ID1823",1823,24,1,530,188,4,0,0,1,0,0,3,0,0,3,0.0318302387267905,0.0013262599469496,0.702917771883289,0.249336870026525,0.00530503978779841,0,0,0.0013262599469496,0,0,0.00397877984084881,0,0,0.00397877984084881,0.702917771883289,530,"49",754,"Bulette"
"ID1824","ID1824",1824,3,0,46,20,0,1,0,0,0,0,0,0,0,0,0.0428571428571429,0,0.657142857142857,0.285714285714286,0,0.0142857142857143,0,0,0,0,0,0,0,0,0.657142857142857,46,"49",70,"Bulette"
"ID1825","ID1825",1825,3,0,41,30,4,0,0,0,0,0,0,1,0,0,0.0379746835443038,0,0.518987341772152,0.379746835443038,0.0506329113924051,0,0,0,0,0,0,0.0126582278481013,0,0,0.518987341772152,41,"49",79,"Bulette"
"ID1826","ID1826",1826,580,1,11,3,2,0,0,3,0,0,0,0,0,3,0.961857379767827,0.00165837479270315,0.0182421227197347,0.00497512437810945,0.0033167495854063,0,0,0.00497512437810945,0,0,0,0,0,0.00497512437810945,0.961857379767827,580,"47",603,"Frikadelle"
"ID1827","ID1827",1827,90,1,2,1,0,0,0,0,1,0,0,0,0,0,0.947368421052632,0.0105263157894737,0.0210526315789474,0.0105263157894737,0,0,0,0,0.0105263157894737,0,0,0,0,0,0.947368421052632,90,"47",95,"Frikadelle"
"ID1828","ID1828",1828,127,0,1,0,0,0,0,1,0,0,1,0,0,0,0.976923076923077,0,0.00769230769230769,0,0,0,0,0.00769230769230769,0,0,0.00769230769230769,0,0,0,0.976923076923077,127,"47",130,"Frikadelle"
"ID1829","ID1829",1829,691,1,14,2,3,0,0,1,0,0,0,0,0,1,0.96914446002805,0.00140252454417952,0.0196353436185133,0.00280504908835905,0.00420757363253857,0,0,0.00140252454417952,0,0,0,0,0,0.00140252454417952,0.96914446002805,691,"47",713,"Frikadelle"
"ID1830","ID1830",1830,433,3,13,3,2,0,0,0,0,0,0,0,0,0,0.95374449339207,0.0066079295154185,0.0286343612334802,0.0066079295154185,0.00440528634361234,0,0,0,0,0,0,0,0,0,0.95374449339207,433,"47",454,"Frikadelle"
"ID1831","ID1831",1831,351,0,7,5,1,0,0,0,0,0,0,0,0,1,0.961643835616438,0,0.0191780821917808,0.0136986301369863,0.00273972602739726,0,0,0,0,0,0,0,0,0.00273972602739726,0.961643835616438,351,"47",365,"Frikadelle"
"ID1832","ID1832",1832,267,0,3,4,2,0,0,0,0,0,0,0,0,1,0.963898916967509,0,0.0108303249097473,0.0144404332129964,0.0072202166064982,0,0,0,0,0,0,0,0,0.0036101083032491,0.963898916967509,267,"47",277,"Frikadelle"
"ID1833","ID1833",1833,408,2,11,8,0,0,0,1,0,0,0,0,0,2,0.944444444444444,0.00462962962962963,0.025462962962963,0.0185185185185185,0,0,0,0.00231481481481481,0,0,0,0,0,0.00462962962962963,0.944444444444444,408,"47",432,"Frikadelle"
"ID1834","ID1834",1834,541,3,21,8,7,1,0,1,0,0,0,0,0,5,0.921635434412266,0.00511073253833049,0.0357751277683135,0.0136286201022147,0.0119250425894378,0.00170357751277683,0,0.00170357751277683,0,0,0,0,0,0.00851788756388416,0.921635434412266,541,"47",587,"Frikadelle"
"ID1835","ID1835",1835,480,2,20,7,4,1,0,0,0,0,1,1,0,7,0.917782026768642,0.00382409177820268,0.0382409177820268,0.0133843212237094,0.00764818355640535,0.00191204588910134,0,0,0,0,0.00191204588910134,0.00191204588910134,0,0.0133843212237094,0.917782026768642,480,"47",523,"Frikadelle"
"ID1836","ID1836",1836,283,0,11,5,0,0,0,0,0,0,1,0,0,1,0.940199335548173,0,0.0365448504983389,0.0166112956810631,0,0,0,0,0,0,0.00332225913621262,0,0,0.00332225913621262,0.940199335548173,283,"47",301,"Frikadelle"
"ID1837","ID1837",1837,453,1,15,5,4,0,0,1,0,0,0,0,0,7,0.932098765432099,0.00205761316872428,0.0308641975308642,0.0102880658436214,0.00823045267489712,0,0,0.00205761316872428,0,0,0,0,0,0.01440329218107,0.932098765432099,453,"47",486,"Frikadelle"
"ID1838","ID1838",1838,425,1,22,5,6,0,0,0,0,0,0,0,0,3,0.91991341991342,0.00216450216450216,0.0476190476190476,0.0108225108225108,0.012987012987013,0,0,0,0,0,0,0,0,0.00649350649350649,0.91991341991342,425,"47",462,"Frikadelle"
"ID1839","ID1839",1839,471,0,14,12,3,0,0,1,1,0,1,0,1,13,0.911025145067698,0,0.0270793036750484,0.02321083172147,0.00580270793036751,0,0,0.00193423597678917,0.00193423597678917,0,0.00193423597678917,0,0.00193423597678917,0.0251450676982592,0.911025145067698,471,"47",517,"Frikadelle"
"ID1840","ID1840",1840,460,1,20,15,4,0,0,1,0,0,0,0,0,6,0.907297830374753,0.0019723865877712,0.0394477317554241,0.029585798816568,0.00788954635108481,0,0,0.0019723865877712,0,0,0,0,0,0.0118343195266272,0.907297830374753,460,"47",507,"Frikadelle"
"ID1841","ID1841",1841,256,0,13,6,3,0,0,0,0,0,1,0,0,11,0.882758620689655,0,0.0448275862068966,0.0206896551724138,0.0103448275862069,0,0,0,0,0,0.00344827586206897,0,0,0.0379310344827586,0.882758620689655,256,"47",290,"Frikadelle"
"ID1842","ID1842",1842,326,2,10,10,2,0,0,0,0,0,0,0,0,8,0.910614525139665,0.00558659217877095,0.0279329608938547,0.0279329608938547,0.00558659217877095,0,0,0,0,0,0,0,0,0.0223463687150838,0.910614525139665,326,"47",358,"Frikadelle"
"ID1843","ID1843",1843,149,1,14,5,5,0,0,0,1,0,1,0,0,0,0.846590909090909,0.00568181818181818,0.0795454545454545,0.0284090909090909,0.0284090909090909,0,0,0,0.00568181818181818,0,0.00568181818181818,0,0,0,0.846590909090909,149,"47",176,"Frikadelle"
"ID1844","ID1844",1844,192,0,12,7,2,0,0,0,0,0,1,0,0,4,0.880733944954128,0,0.055045871559633,0.0321100917431193,0.00917431192660551,0,0,0,0,0,0.00458715596330275,0,0,0.018348623853211,0.880733944954128,192,"47",218,"Frikadelle"
"ID1845","ID1845",1845,155,0,15,10,5,0,0,0,0,0,0,0,0,3,0.824468085106383,0,0.0797872340425532,0.0531914893617021,0.0265957446808511,0,0,0,0,0,0,0,0,0.0159574468085106,0.824468085106383,155,"47",188,"Frikadelle"
"ID1846","ID1846",1846,287,1,56,29,4,1,0,0,0,0,0,0,0,5,0.74934725848564,0.00261096605744125,0.14621409921671,0.0757180156657963,0.010443864229765,0.00261096605744125,0,0,0,0,0,0,0,0.0130548302872063,0.74934725848564,287,"47",383,"Frikadelle"
"ID1847","ID1847",1847,91,3,21,14,8,0,0,0,0,0,0,0,0,0,0.664233576642336,0.0218978102189781,0.153284671532847,0.102189781021898,0.0583941605839416,0,0,0,0,0,0,0,0,0,0.664233576642336,91,"47",137,"Frikadelle"
"ID1848","ID1848",1848,88,0,28,8,6,0,0,0,2,0,0,0,0,1,0.661654135338346,0,0.210526315789474,0.0601503759398496,0.0451127819548872,0,0,0,0.0150375939849624,0,0,0,0,0.0075187969924812,0.661654135338346,88,"47",133,"Frikadelle"
"ID1849","ID1849",1849,224,1,56,42,9,0,0,1,0,0,2,0,0,0,0.66865671641791,0.00298507462686567,0.167164179104478,0.125373134328358,0.026865671641791,0,0,0.00298507462686567,0,0,0.00597014925373134,0,0,0,0.66865671641791,224,"47",335,"Frikadelle"
"ID1850","ID1850",1850,88,1,42,44,10,0,0,1,0,0,0,0,0,3,0.465608465608466,0.00529100529100529,0.222222222222222,0.232804232804233,0.0529100529100529,0,0,0.00529100529100529,0,0,0,0,0,0.0158730158730159,0.465608465608466,88,"47",189,"Frikadelle"
"ID1851","ID1851",1851,63,0,17,11,7,1,0,1,0,0,0,0,0,2,0.617647058823529,0,0.166666666666667,0.107843137254902,0.0686274509803922,0.00980392156862745,0,0.00980392156862745,0,0,0,0,0,0.0196078431372549,0.617647058823529,63,"47",102,"Frikadelle"
"ID1852","ID1852",1852,164,1,130,43,16,0,0,0,0,0,3,1,0,5,0.451790633608815,0.00275482093663912,0.358126721763085,0.118457300275482,0.0440771349862259,0,0,0,0,0,0.00826446280991736,0.00275482093663912,0,0.0137741046831956,0.451790633608815,164,"47",363,"Frikadelle"
"ID1853","ID1853",1853,38,0,46,38,11,0,0,3,1,0,0,0,0,0,0.277372262773723,0,0.335766423357664,0.277372262773723,0.0802919708029197,0,0,0.0218978102189781,0.0072992700729927,0,0,0,0,0,0.335766423357664,46,"49",137,"Bulette"
"ID1854","ID1854",1854,28,0,95,179,19,0,0,1,0,0,1,0,0,2,0.0861538461538462,0,0.292307692307692,0.550769230769231,0.0584615384615385,0,0,0.00307692307692308,0,0,0.00307692307692308,0,0,0.00615384615384615,0.550769230769231,179,"50",325,"(Brat-/Fleisch-)Klops"
"ID1855","ID1855",1855,15,0,56,108,5,0,0,0,0,0,0,0,0,1,0.0810810810810811,0,0.302702702702703,0.583783783783784,0.027027027027027,0,0,0,0,0,0,0,0,0.00540540540540541,0.583783783783784,108,"50",185,"(Brat-/Fleisch-)Klops"
"ID1856","ID1856",1856,37,1,125,223,23,0,0,0,0,0,4,0,0,1,0.0893719806763285,0.00241545893719807,0.301932367149758,0.538647342995169,0.0555555555555556,0,0,0,0,0,0.00966183574879227,0,0,0.00241545893719807,0.538647342995169,223,"50",414,"(Brat-/Fleisch-)Klops"
"ID1857","ID1857",1857,9,0,22,51,10,0,0,0,0,0,2,0,0,0,0.0957446808510638,0,0.234042553191489,0.542553191489362,0.106382978723404,0,0,0,0,0,0.0212765957446809,0,0,0,0.542553191489362,51,"50",94,"(Brat-/Fleisch-)Klops"
"ID1858","ID1858",1858,17,1,54,102,20,1,0,0,0,0,2,0,0,0,0.0862944162436548,0.0050761421319797,0.274111675126904,0.517766497461929,0.101522842639594,0.0050761421319797,0,0,0,0,0.0101522842639594,0,0,0,0.517766497461929,102,"50",197,"(Brat-/Fleisch-)Klops"
"ID1859","ID1859",1859,11,2,56,52,26,0,0,0,0,0,0,0,0,2,0.0738255033557047,0.0134228187919463,0.375838926174497,0.348993288590604,0.174496644295302,0,0,0,0,0,0,0,0,0.0134228187919463,0.375838926174497,56,"49",149,"Bulette"
"ID1860","ID1860",1860,21,1,91,46,69,0,0,1,0,1,1,0,0,1,0.0905172413793103,0.00431034482758621,0.392241379310345,0.198275862068966,0.297413793103448,0,0,0.00431034482758621,0,0.00431034482758621,0.00431034482758621,0,0,0.00431034482758621,0.392241379310345,91,"49",232,"Bulette"
"ID1861","ID1861",1861,7,1,32,14,29,2,0,0,0,0,0,0,0,0,0.0823529411764706,0.0117647058823529,0.376470588235294,0.164705882352941,0.341176470588235,0.0235294117647059,0,0,0,0,0,0,0,0,0.376470588235294,32,"49",85,"Bulette"
"ID1862","ID1862",1862,9,0,59,21,28,0,0,0,0,0,1,0,0,1,0.0756302521008403,0,0.495798319327731,0.176470588235294,0.235294117647059,0,0,0,0,0,0.00840336134453781,0,0,0.00840336134453781,0.495798319327731,59,"49",119,"Bulette"
"ID1863","ID1863",1863,62,3,292,139,128,0,0,0,0,0,3,0,0,2,0.0985691573926868,0.00476947535771065,0.46422893481717,0.220985691573927,0.203497615262321,0,0,0,0,0,0.00476947535771065,0,0,0.00317965023847377,0.46422893481717,292,"49",629,"Bulette"
"ID1864","ID1864",1864,12,0,51,32,9,0,0,0,0,0,2,1,0,0,0.11214953271028,0,0.476635514018692,0.299065420560748,0.0841121495327103,0,0,0,0,0,0.0186915887850467,0.00934579439252336,0,0,0.476635514018692,51,"49",107,"Bulette"
"ID1865","ID1865",1865,29,1,122,98,20,0,1,1,0,0,2,0,0,1,0.105454545454545,0.00363636363636364,0.443636363636364,0.356363636363636,0.0727272727272727,0,0.00363636363636364,0.00363636363636364,0,0,0.00727272727272727,0,0,0.00363636363636364,0.443636363636364,122,"49",275,"Bulette"
"ID1866","ID1866",1866,12,0,53,48,4,0,0,0,0,0,0,0,0,0,0.102564102564103,0,0.452991452991453,0.41025641025641,0.0341880341880342,0,0,0,0,0,0,0,0,0,0.452991452991453,53,"49",117,"Bulette"
"ID1867","ID1867",1867,4,0,45,38,4,0,0,1,0,1,0,0,1,0,0.0425531914893617,0,0.478723404255319,0.404255319148936,0.0425531914893617,0,0,0.0106382978723404,0,0.0106382978723404,0,0,0.0106382978723404,0,0.478723404255319,45,"49",94,"Bulette"
"ID1868","ID1868",1868,5,0,28,24,5,0,0,2,0,0,1,0,0,1,0.0757575757575758,0,0.424242424242424,0.363636363636364,0.0757575757575758,0,0,0.0303030303030303,0,0,0.0151515151515152,0,0,0.0151515151515152,0.424242424242424,28,"49",66,"Bulette"
"ID1869","ID1869",1869,0,0,23,7,0,0,0,0,0,0,1,0,0,1,0,0,0.71875,0.21875,0,0,0,0,0,0,0.03125,0,0,0.03125,0.71875,23,"49",32,"Bulette"
"ID1870","ID1870",1870,0,0,37,6,0,0,0,0,0,0,1,0,0,0,0,0,0.840909090909091,0.136363636363636,0,0,0,0,0,0,0.0227272727272727,0,0,0,0.840909090909091,37,"49",44,"Bulette"
"ID1871","ID1871",1871,0,1,19,7,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037,0.703703703703704,0.259259259259259,0,0,0,0,0,0,0,0,0,0,0.703703703703704,19,"49",27,"Bulette"
"ID1872","ID1872",1872,1,0,63,15,1,0,0,0,0,0,0,0,0,0,0.0125,0,0.7875,0.1875,0.0125,0,0,0,0,0,0,0,0,0,0.7875,63,"49",80,"Bulette"
"ID1873","ID1873",1873,6,0,128,34,1,0,0,0,0,0,1,0,0,0,0.0352941176470588,0,0.752941176470588,0.2,0.00588235294117647,0,0,0,0,0,0.00588235294117647,0,0,0,0.752941176470588,128,"49",170,"Bulette"
"ID1874","ID1874",1874,7,0,97,42,2,0,0,0,0,0,0,0,0,0,0.0472972972972973,0,0.655405405405405,0.283783783783784,0.0135135135135135,0,0,0,0,0,0,0,0,0,0.655405405405405,97,"49",148,"Bulette"
"ID1875","ID1875",1875,7,0,111,44,1,0,0,0,0,0,2,0,0,0,0.0424242424242424,0,0.672727272727273,0.266666666666667,0.00606060606060606,0,0,0,0,0,0.0121212121212121,0,0,0,0.672727272727273,111,"49",165,"Bulette"
"ID1876","ID1876",1876,14,0,253,72,4,0,0,1,0,0,1,0,0,0,0.0405797101449275,0,0.733333333333333,0.208695652173913,0.0115942028985507,0,0,0.00289855072463768,0,0,0.00289855072463768,0,0,0,0.733333333333333,253,"49",345,"Bulette"
"ID1877","ID1877",1877,1,0,51,18,2,0,0,0,0,0,3,0,0,1,0.0131578947368421,0,0.671052631578947,0.236842105263158,0.0263157894736842,0,0,0,0,0,0.0394736842105263,0,0,0.0131578947368421,0.671052631578947,51,"49",76,"Bulette"
"ID1878","ID1878",1878,255,0,7,4,1,0,0,0,0,0,1,0,0,3,0.940959409594096,0,0.025830258302583,0.014760147601476,0.003690036900369,0,0,0,0,0,0.003690036900369,0,0,0.011070110701107,0.940959409594096,255,"47",271,"Frikadelle"
"ID1879","ID1879",1879,303,0,6,1,2,0,0,1,0,0,0,0,0,5,0.952830188679245,0,0.0188679245283019,0.00314465408805031,0.00628930817610063,0,0,0.00314465408805031,0,0,0,0,0,0.0157232704402516,0.952830188679245,303,"47",318,"Frikadelle"
"ID1880","ID1880",1880,511,1,21,5,1,0,0,0,0,0,0,0,0,6,0.937614678899083,0.0018348623853211,0.0385321100917431,0.00917431192660551,0.0018348623853211,0,0,0,0,0,0,0,0,0.0110091743119266,0.937614678899083,511,"47",545,"Frikadelle"
"ID1881","ID1881",1881,307,0,12,5,2,0,0,0,1,0,1,0,0,3,0.927492447129909,0,0.0362537764350453,0.0151057401812689,0.00604229607250755,0,0,0,0.00302114803625378,0,0.00302114803625378,0,0,0.00906344410876133,0.927492447129909,307,"47",331,"Frikadelle"
"ID1882","ID1882",1882,1696,2,72,38,10,0,0,0,0,0,3,1,0,10,0.925764192139738,0.00109170305676856,0.0393013100436681,0.0207423580786026,0.00545851528384279,0,0,0,0,0,0.00163755458515284,0.000545851528384279,0,0.00545851528384279,0.925764192139738,1696,"47",1832,"Frikadelle"
"ID1883","ID1883",1883,1584,1,67,29,12,0,0,1,0,0,2,1,0,15,0.925233644859813,0.00058411214953271,0.0391355140186916,0.0169392523364486,0.00700934579439252,0,0,0.00058411214953271,0,0,0.00116822429906542,0.00058411214953271,0,0.00876168224299065,0.925233644859813,1584,"47",1712,"Frikadelle"
"ID1884","ID1884",1884,313,1,9,4,5,1,0,1,1,0,0,0,0,4,0.92330383480826,0.00294985250737463,0.0265486725663717,0.0117994100294985,0.0147492625368732,0.00294985250737463,0,0.00294985250737463,0.00294985250737463,0,0,0,0,0.0117994100294985,0.92330383480826,313,"47",339,"Frikadelle"
"ID1885","ID1885",1885,627,0,18,12,1,1,0,0,0,0,2,0,1,11,0.931649331352155,0,0.0267459138187221,0.0178306092124814,0.00148588410104012,0.00148588410104012,0,0,0,0,0.00297176820208024,0,0.00148588410104012,0.0163447251114413,0.931649331352155,627,"47",673,"Frikadelle"
"ID1886","ID1886",1886,266,0,9,8,1,1,0,1,0,0,1,0,0,5,0.910958904109589,0,0.0308219178082192,0.0273972602739726,0.00342465753424658,0.00342465753424658,0,0.00342465753424658,0,0,0.00342465753424658,0,0,0.0171232876712329,0.910958904109589,266,"47",292,"Frikadelle"
"ID1887","ID1887",1887,728,0,28,20,4,1,0,1,0,0,1,1,0,9,0.918032786885246,0,0.0353089533417402,0.0252206809583859,0.00504413619167718,0.00126103404791929,0,0.00126103404791929,0,0,0.00126103404791929,0.00126103404791929,0,0.0113493064312736,0.918032786885246,728,"47",793,"Frikadelle"
"ID1888","ID1888",1888,1962,3,113,66,16,1,0,4,0,0,5,1,1,10,0.899175068744271,0.00137488542621448,0.0517873510540788,0.0302474793767186,0.0073327222731439,0.000458295142071494,0,0.00183318056828598,0,0,0.00229147571035747,0.000458295142071494,0.000458295142071494,0.00458295142071494,0.899175068744271,1962,"47",2182,"Frikadelle"
"ID1889","ID1889",1889,542,3,27,8,3,0,1,4,0,0,1,0,0,6,0.910924369747899,0.00504201680672269,0.0453781512605042,0.0134453781512605,0.00504201680672269,0,0.00168067226890756,0.00672268907563025,0,0,0.00168067226890756,0,0,0.0100840336134454,0.910924369747899,542,"47",595,"Frikadelle"
"ID1890","ID1890",1890,810,2,73,48,15,0,0,0,1,0,0,0,0,13,0.841995841995842,0.00207900207900208,0.0758835758835759,0.0498960498960499,0.0155925155925156,0,0,0,0.00103950103950104,0,0,0,0,0.0135135135135135,0.841995841995842,810,"47",962,"Frikadelle"
"ID1891","ID1891",1891,229,0,27,17,5,0,0,0,0,0,0,0,0,3,0.814946619217082,0,0.096085409252669,0.0604982206405694,0.0177935943060498,0,0,0,0,0,0,0,0,0.0106761565836299,0.814946619217082,229,"47",281,"Frikadelle"
"ID1892","ID1892",1892,149,2,33,18,4,0,0,0,0,0,1,0,0,0,0.719806763285024,0.00966183574879227,0.159420289855072,0.0869565217391304,0.0193236714975845,0,0,0,0,0,0.00483091787439614,0,0,0,0.719806763285024,149,"47",207,"Frikadelle"
"ID1893","ID1893",1893,101,0,15,15,2,0,0,0,1,0,1,0,0,1,0.742647058823529,0,0.110294117647059,0.110294117647059,0.0147058823529412,0,0,0,0.00735294117647059,0,0.00735294117647059,0,0,0.00735294117647059,0.742647058823529,101,"47",136,"Frikadelle"
"ID1894","ID1894",1894,90,0,25,15,1,0,0,0,0,0,0,0,0,1,0.681818181818182,0,0.189393939393939,0.113636363636364,0.00757575757575758,0,0,0,0,0,0,0,0,0.00757575757575758,0.681818181818182,90,"47",132,"Frikadelle"
"ID1895","ID1895",1895,61,0,18,13,4,0,0,2,0,0,0,1,1,2,0.598039215686274,0,0.176470588235294,0.127450980392157,0.0392156862745098,0,0,0.0196078431372549,0,0,0,0.00980392156862745,0.00980392156862745,0.0196078431372549,0.598039215686274,61,"47",102,"Frikadelle"
"ID1896","ID1896",1896,151,1,69,45,16,0,0,0,0,0,0,0,0,3,0.529824561403509,0.00350877192982456,0.242105263157895,0.157894736842105,0.056140350877193,0,0,0,0,0,0,0,0,0.0105263157894737,0.529824561403509,151,"47",285,"Frikadelle"
"ID1897","ID1897",1897,81,0,28,27,13,1,0,0,1,0,1,0,0,3,0.52258064516129,0,0.180645161290323,0.174193548387097,0.0838709677419355,0.00645161290322581,0,0,0.00645161290322581,0,0.00645161290322581,0,0,0.0193548387096774,0.52258064516129,81,"47",155,"Frikadelle"
"ID1898","ID1898",1898,66,0,54,23,6,0,0,0,0,0,1,0,0,1,0.437086092715232,0,0.357615894039735,0.152317880794702,0.0397350993377483,0,0,0,0,0,0.00662251655629139,0,0,0.00662251655629139,0.437086092715232,66,"47",151,"Frikadelle"
"ID1899","ID1899",1899,98,0,69,28,8,0,0,0,0,0,2,0,0,0,0.478048780487805,0,0.336585365853659,0.136585365853659,0.0390243902439024,0,0,0,0,0,0.00975609756097561,0,0,0,0.478048780487805,98,"47",205,"Frikadelle"
"ID1900","ID1900",1900,117,1,98,46,14,0,0,0,0,0,0,0,0,0,0.423913043478261,0.0036231884057971,0.355072463768116,0.166666666666667,0.0507246376811594,0,0,0,0,0,0,0,0,0,0.423913043478261,117,"47",276,"Frikadelle"
"ID1901","ID1901",1901,14,0,15,19,7,0,0,1,0,0,1,0,0,1,0.241379310344828,0,0.258620689655172,0.327586206896552,0.120689655172414,0,0,0.0172413793103448,0,0,0.0172413793103448,0,0,0.0172413793103448,0.327586206896552,19,"50",58,"(Brat-/Fleisch-)Klops"
"ID1902","ID1902",1902,4,2,15,27,3,0,0,0,0,0,0,0,0,1,0.0769230769230769,0.0384615384615385,0.288461538461538,0.519230769230769,0.0576923076923077,0,0,0,0,0,0,0,0,0.0192307692307692,0.519230769230769,27,"50",52,"(Brat-/Fleisch-)Klops"
"ID1903","ID1903",1903,13,0,36,64,7,0,0,0,0,0,1,0,0,1,0.10655737704918,0,0.295081967213115,0.524590163934426,0.0573770491803279,0,0,0,0,0,0.00819672131147541,0,0,0.00819672131147541,0.524590163934426,64,"50",122,"(Brat-/Fleisch-)Klops"
"ID1904","ID1904",1904,14,0,25,51,7,0,0,0,0,0,0,0,0,0,0.144329896907216,0,0.257731958762887,0.525773195876289,0.0721649484536082,0,0,0,0,0,0,0,0,0,0.525773195876289,51,"50",97,"(Brat-/Fleisch-)Klops"
"ID1905","ID1905",1905,4,0,15,28,7,0,0,0,0,0,0,0,0,0,0.0740740740740741,0,0.277777777777778,0.518518518518518,0.12962962962963,0,0,0,0,0,0,0,0,0,0.518518518518518,28,"50",54,"(Brat-/Fleisch-)Klops"
"ID1906","ID1906",1906,7,0,30,36,6,0,0,0,0,0,1,0,0,2,0.0853658536585366,0,0.365853658536585,0.439024390243902,0.0731707317073171,0,0,0,0,0,0.0121951219512195,0,0,0.024390243902439,0.439024390243902,36,"50",82,"(Brat-/Fleisch-)Klops"
"ID1907","ID1907",1907,15,1,72,93,20,0,0,0,0,0,0,0,0,1,0.0742574257425743,0.00495049504950495,0.356435643564356,0.46039603960396,0.099009900990099,0,0,0,0,0,0,0,0,0.00495049504950495,0.46039603960396,93,"50",202,"(Brat-/Fleisch-)Klops"
"ID1908","ID1908",1908,13,0,45,39,6,0,0,1,0,0,0,0,0,0,0.125,0,0.432692307692308,0.375,0.0576923076923077,0,0,0.00961538461538462,0,0,0,0,0,0,0.432692307692308,45,"49",104,"Bulette"
"ID1909","ID1909",1909,6,0,27,15,21,0,0,0,0,0,0,0,0,0,0.0869565217391304,0,0.391304347826087,0.217391304347826,0.304347826086957,0,0,0,0,0,0,0,0,0,0.391304347826087,27,"49",69,"Bulette"
